Temp_Rikken,Ideology,Interest,Gender,Age,Education,Job,Income
50,6,2,2,35,2,4,3509201
0,7,3,2,56,3,2,793790
50,11,3,2,42,3,1,1064542
50,8,3,2,45,2,1,2571257
35,7,4,2,23,4,1,2252209
60,9,2,1,32,4,1,3464545
50,9,1,1,66,4,1,4405843
30,8,3,2,58,2,1,6565993
50,8,3,1,45,3,1,4295455
25,6,2,1,48,4,1,10922014
90,5,1,2,63,4,4,3645024
50,6,2,2,50,3,1,4499403
60,8,2,2,69,2,1,8338376
10,1,1,1,47,4,1,1151205
0,11,1,1,37,1,1,4657260
50,11,2,2,73,3,5,3537116
100,2,1,2,69,2,4,2537041
0,6,4,1,43,2,5,4541508
50,6,3,1,19,2,3,6347952
60,11,1,2,31,3,5,2456031
5,5,2,2,37,4,1,9419682
5,11,3,1,52,4,1,9419126
45,5,2,2,48,4,1,17051854
1,2,1,1,48,4,1,4585340
0,9,1,2,62,3,4,3458490
50,7,2,2,70,2,4,3416643
50,7,2,1,62,4,1,8309666
10,11,2,2,64,4,1,6506964
50,6,4,2,32,4,4,2483419
25,11,2,1,54,1,2,2650549
40,6,3,2,39,3,4,9572820
0,8,2,1,31,2,1,1072052
0,9,2,2,31,4,6,6436784
0,7,2,1,18,2,3,6377549
0,5,2,1,35,3,2,3571293
50,4,2,1,38,3,5,1194834
20,7,3,1,25,3,1,3431193
5,4,4,1,48,4,6,3605102
0,4,2,1,39,4,2,16926543
50,6,3,2,48,4,2,6536954
40,11,1,1,26,4,1,4446389
50,6,4,2,27,3,4,6514808
50,6,2,1,29,4,1,7463612
0,1,3,2,23,3,4,25048482
70,6,2,2,40,4,1,6607942
50,4,2,2,36,3,1,6452779
0,10,1,2,55,3,1,4604215
45,9,1,1,18,2,3,6560665
50,3,1,2,51,4,4,6437061
50,6,2,1,51,4,5,1089931
50,6,4,2,45,3,1,8485254
0,6,1,1,53,3,2,25140076
50,5,2,2,51,4,4,1177412
0,6,2,2,47,3,1,2379925
50,10,3,1,63,4,5,4330642
50,9,3,2,30,2,4,4443132
50,6,4,2,28,3,4,3378693
75,4,2,1,43,2,5,4517208
55,7,2,2,57,4,4,6577033
40,7,3,2,48,2,2,4680014
50,4,3,1,31,2,1,7319487
0,1,1,1,51,4,1,8464905
60,8,2,2,62,3,1,8454277
50,6,2,1,38,3,1,7384929
60,7,2,2,67,2,5,1046860
80,4,1,1,67,4,5,3679512
50,7,2,2,43,3,1,9520614
76,2,1,1,19,2,3,11143481
70,7,3,2,42,2,4,1055400
50,7,4,2,25,2,4,4489886
0,11,1,1,36,4,1,7478571
3,6,2,2,44,4,1,9612103
0,9,1,1,22,4,3,891517
0,8,3,2,59,3,1,6383984
75,3,1,1,64,2,5,881445
0,3,2,2,29,3,2,4411596
50,6,4,2,38,3,1,3486660
70,6,2,1,49,4,1,8563466
50,7,4,2,27,2,1,3485174
30,9,2,2,50,2,1,9802142
75,6,3,2,46,4,4,8535182
25,5,2,1,24,4,5,6532041
60,1,1,1,50,4,1,10980657
40,7,2,2,51,3,1,10993755
0,6,4,1,39,1,1,3394970
0,9,1,1,47,4,1,9522918
60,5,3,2,39,3,5,2437916
0,1,1,1,66,4,1,6507777
75,7,3,1,47,3,2,11012602
50,8,3,2,40,3,5,2582273
0,6,3,2,44,3,1,4554753
10,3,1,1,50,2,1,4538242
10,5,2,1,36,3,2,13008435
50,6,3,1,48,2,1,2380265
50,6,3,1,61,2,1,3283313
0,5,2,2,32,3,1,11076176
0,1,2,1,28,4,1,6575666
35,8,3,1,44,4,2,8495618
50,6,4,2,39,3,4,4547234
30,4,3,1,34,4,1,6447388
40,6,2,1,61,4,1,7397093
50,7,2,2,31,3,1,7563607
50,5,2,2,29,4,1,3558978
9,7,4,1,27,4,1,6550241
50,7,2,1,67,2,2,4528386
50,8,3,2,52,4,1,957008
25,6,2,1,66,4,5,2456894
25,7,2,2,22,4,3,8493267
0,5,3,1,24,4,1,3642743
50,9,1,2,62,4,4,6417396
0,4,1,1,70,3,5,1073974
50,6,3,2,28,3,1,2588144
60,4,2,1,30,4,1,4444138
20,6,1,2,45,2,4,6402666
50,6,3,2,29,2,1,3543363
30,6,2,1,65,2,5,985350
50,4,3,1,34,3,1,11014151
70,6,3,1,52,4,1,17056802
10,8,2,1,47,3,2,4445654
30,1,2,1,36,2,1,2537721
0,6,3,1,34,2,1,8476984
10,9,2,1,38,4,1,3389338
50,8,3,2,26,3,1,1121852
50,8,2,1,44,4,1,9806455
0,2,3,1,30,4,1,1093750
50,9,2,1,51,4,1,2457067
70,6,2,2,67,3,4,968744
70,5,2,1,46,3,1,4547286
60,5,3,2,38,3,4,7572328
0,6,1,2,29,4,1,3420337
30,9,2,1,47,4,1,8512544
0,4,2,1,46,4,1,7677847
1,10,2,1,29,4,1,3531609
0,9,1,1,49,4,1,7607659
60,8,2,1,61,4,5,899715
10,6,2,1,27,3,1,4612736
100,6,1,1,57,3,1,2434101
25,7,3,1,32,4,2,3752496
20,10,1,1,41,4,1,10933648
0,7,2,1,50,3,1,9648209
0,7,1,1,68,2,1,6577602
50,4,2,1,25,4,1,11079077
50,6,2,2,58,3,1,3580905
0,1,3,1,26,4,2,796001
50,6,3,2,30,4,1,6562466
25,9,1,1,60,4,2,11105802
50,11,3,2,41,3,1,1026636
50,7,2,2,68,3,5,4585826
50,8,3,1,30,4,1,3576840
50,8,2,1,66,2,5,9463629
10,7,3,1,38,4,1,9575291
0,6,1,1,46,4,1,6583517
50,3,2,2,68,4,4,7445331
50,6,3,2,33,4,1,9397323
50,7,2,2,60,4,4,12911873
50,6,3,2,33,3,4,4664643
30,6,3,2,44,3,1,8400228
0,6,2,2,27,2,4,4528750
0,5,2,1,26,4,4,3411938
0,7,2,1,50,4,1,7532675
0,11,3,1,44,4,5,966826
0,6,2,2,69,3,4,878154
25,6,4,2,29,3,2,1089227
1,5,4,1,51,3,5,918591
50,6,3,2,40,2,1,1204294
50,6,2,2,63,3,4,2602980
50,6,3,2,62,2,4,7480794
50,5,2,2,45,2,4,7528909
50,6,2,1,43,2,1,9649193
70,7,2,1,48,3,1,4707197
0,9,2,2,49,4,2,8609664
80,1,2,1,65,4,5,7451326
10,8,2,1,26,4,1,8668992
50,10,3,2,47,3,1,8376749
40,8,2,2,56,4,1,9422875
50,9,3,2,33,2,4,3433239
0,6,2,2,70,2,4,4648263
50,6,4,2,40,2,4,1058622
0,11,4,1,25,2,1,2368087
30,6,3,2,37,3,1,7373837
10,7,2,1,40,4,1,6531755
25,7,3,1,38,4,1,9450216
75,3,3,2,62,2,4,2449817
0,11,4,1,54,2,4,7494206
50,7,2,1,50,2,1,7294228
50,5,2,2,27,3,1,7450030
0,1,4,2,29,3,4,7325278
50,6,4,1,26,4,1,1042768
90,8,2,1,49,3,1,6498922
0,6,3,2,35,2,1,7589520
0,9,1,2,57,2,5,6498479
50,6,2,1,40,4,1,7604335
10,10,4,2,48,4,1,9413086
5,4,2,1,39,4,1,948669
0,9,1,2,70,3,4,3483904
0,5,2,1,39,3,2,981919
30,5,2,2,48,3,1,6430783
50,7,2,2,23,2,4,3657745
50,6,4,1,28,2,1,2424967
0,7,3,1,46,2,2,7516743
50,9,3,2,43,3,1,2458533
60,7,2,2,48,2,1,6412843
0,6,1,1,33,4,1,7494142
55,9,2,1,56,4,1,2367698
0,6,4,2,44,2,5,7438326
10,7,4,1,29,4,1,6586515
80,4,1,1,67,4,5,4231648
40,8,2,1,38,3,1,6414137
0,6,4,2,25,3,4,899081
0,4,3,1,23,4,1,8563227
20,6,2,2,26,4,4,3409005
0,9,3,1,31,4,1,3316963
20,10,2,2,30,3,2,10927940
70,1,2,2,28,3,4,3573790
30,9,2,2,44,3,4,8681698
50,6,2,2,66,4,4,24968408
0,6,3,2,43,4,2,885565
0,6,2,2,30,2,1,9585386
10,6,3,2,49,3,1,7329718
0,9,2,1,38,3,1,6604045
50,6,1,2,44,4,1,9742424
0,8,3,1,61,4,1,8581138
50,6,4,1,27,2,1,1030296
25,6,2,2,41,3,1,4318411
0,10,2,1,24,4,5,6603220
50,5,1,1,68,4,1,16909870
0,6,3,2,64,2,4,1098675
50,5,2,2,53,3,2,2699978
50,6,2,1,51,1,1,7475082
0,7,3,2,26,2,6,8384851
75,5,2,2,57,2,4,870421
0,6,2,2,47,2,1,8499092
50,6,3,2,44,2,1,3710748
50,5,2,1,37,2,1,7496140
50,11,4,1,48,4,2,1088605
0,6,3,2,60,4,2,7400819
0,11,1,1,69,4,6,917521
50,6,2,2,45,2,1,2503900
60,7,3,2,35,4,1,8327228
30,7,1,1,28,4,1,4485609
50,6,2,1,35,4,1,8349660
1,4,3,1,54,4,2,7544589
30,4,3,1,39,2,1,8120663
30,9,3,1,63,2,1,8442271
50,6,2,2,65,2,5,941952
50,7,3,1,62,4,1,17104450
10,6,3,2,44,3,4,6566285
70,6,3,1,49,4,5,955565
50,9,3,2,29,2,4,16789938
20,8,2,1,73,4,1,9453631
50,6,3,2,66,2,4,1031263
25,6,1,1,34,4,1,4658279
90,3,2,2,61,4,2,9538853
50,7,2,1,29,2,1,8463751
0,6,2,1,22,3,5,6464182
0,9,2,2,54,2,4,3461946
50,7,2,2,24,4,1,3520796
50,6,2,1,38,2,1,956139
40,5,2,2,59,3,1,24920062
50,5,2,2,20,3,3,11016499
10,7,2,1,47,2,1,2396984
75,8,2,1,39,4,1,8351543
50,1,1,1,62,4,1,16988906
0,7,2,2,62,2,1,6588831
50,7,4,2,27,4,1,7448739
10,1,2,2,69,3,5,2402078
0,5,2,1,48,4,6,24941881
50,6,4,1,51,2,1,2378845
0,11,1,2,47,3,5,7313543
0,7,3,1,55,2,5,1020266
30,1,4,1,42,3,1,4559927
60,3,1,1,59,4,1,6537867
50,6,2,2,66,2,4,3762721
0,6,2,2,61,4,4,3498292
0,5,2,1,50,4,1,10978556
0,6,2,2,56,2,4,3380232
25,7,3,2,58,3,4,9460214
50,4,1,1,64,4,1,16892024
45,5,3,1,24,4,2,7607852
0,1,1,1,49,2,1,4514159
30,4,2,1,33,4,1,8476320
30,9,2,2,30,4,1,2552019
10,6,3,2,32,4,4,12918799
20,1,1,1,54,4,2,10970825
20,6,3,2,48,4,1,8443391
40,5,2,2,53,2,1,11212914
0,8,1,1,29,4,1,953391
90,5,1,1,62,4,1,3504403
20,7,2,2,64,3,4,3721638
30,8,2,2,56,3,2,24788228
60,9,2,1,68,2,5,6200447
90,1,1,1,65,4,1,6519929
0,4,2,2,25,2,4,6476664
50,7,3,2,19,4,3,4641629
0,3,2,1,34,4,1,9292662
0,9,1,2,57,4,1,6603909
0,9,2,2,71,2,4,8531682
0,4,2,2,65,1,5,1131857
80,4,1,1,63,3,5,2323514
50,7,3,2,62,4,1,3325384
50,6,3,1,23,4,1,4419740
60,6,3,2,57,2,4,6446636
50,9,2,2,74,2,6,9442559
40,5,3,2,32,4,1,11159452
50,6,2,1,71,4,5,2436407
5,10,2,1,20,4,1,6431179
50,6,3,2,21,3,3,3518600
50,7,2,2,28,4,1,10895588
50,6,4,2,33,2,5,6567783
0,10,1,2,57,2,4,4555562
10,5,4,1,19,3,3,4634494
0,5,2,1,39,4,1,9562778
0,11,2,2,53,2,5,2307157
60,6,2,2,27,4,4,3406189
0,5,2,1,35,4,1,8438431
50,6,2,1,65,3,1,4334915
50,6,3,2,45,2,4,9507204
10,9,1,1,69,2,5,9465469
50,4,2,2,25,4,1,8623549
50,7,2,2,23,3,4,2600775
20,7,2,1,25,3,1,6475538
50,6,2,2,39,3,1,7506139
50,7,2,2,65,3,4,3618322
30,8,2,1,37,4,1,6576266
40,6,3,2,33,3,1,1032220
50,5,2,1,50,4,1,17052340
20,4,2,2,73,2,1,1220183
50,4,1,1,48,2,1,7416537
45,6,2,1,22,4,3,9448042
75,3,1,1,31,4,6,10970848
45,7,3,2,39,2,1,3502310
20,4,2,2,36,4,1,6592821
40,6,2,1,26,4,1,3622828
40,6,3,1,37,3,1,4657194
0,11,3,2,24,2,1,1144592
50,8,2,1,45,4,1,8591893
0,11,1,1,66,4,5,2483386
10,6,3,2,45,2,1,8494571
0,8,2,1,49,3,2,2702980
40,5,3,1,38,4,1,11126164
50,8,3,2,67,4,4,975920
0,6,2,2,64,3,4,3533604
0,6,3,1,45,4,1,9495828
10,7,3,2,41,4,1,7635853
50,5,3,2,29,2,4,3362838
25,6,2,2,69,3,4,2220013
25,6,3,2,27,4,1,9482491
50,8,4,2,46,2,4,4471414
15,8,1,1,67,2,6,3620381
100,11,2,2,39,4,4,1184232
40,9,2,2,73,2,4,2478497
0,9,2,1,24,4,1,9513116
50,4,3,2,21,4,3,17012522
75,9,2,2,66,2,4,2392945
40,9,2,1,46,4,1,9476148
40,6,3,2,65,2,4,894238
50,3,1,2,30,4,1,3371288
40,8,3,2,28,4,1,4565665
50,1,2,1,49,4,1,8349664
60,8,2,1,60,2,1,3421320
70,6,2,2,72,2,4,2634029
50,7,2,1,49,3,1,7380590
0,6,1,1,40,3,1,8613684
0,7,3,2,25,3,4,4663149
0,7,1,1,33,4,5,6573049
0,6,3,1,27,4,5,2296266
0,2,1,2,26,2,4,10953741
30,6,2,1,63,2,4,6455371
25,7,2,1,55,2,2,3463163
50,6,4,2,73,3,4,7589757
0,6,2,1,39,3,2,3484924
20,6,2,2,47,2,1,3489721
50,6,3,2,36,4,4,9383866
20,5,3,1,24,4,1,8462792
50,6,3,2,28,3,4,4444547
40,9,3,2,65,3,1,4664656
10,1,2,1,30,4,1,7448742
50,6,3,1,38,2,1,6329022
50,6,2,2,58,2,1,4436244
60,8,2,1,30,4,1,9527047
50,7,3,2,37,4,1,9557386
10,3,2,2,53,4,2,11040096
15,1,1,1,29,4,1,9570488
0,11,4,2,35,4,5,1032321
10,6,3,2,35,2,1,6458653
100,4,2,2,65,4,4,1018187
20,3,2,2,44,3,4,3405241
0,6,2,2,23,4,1,8373452
50,9,3,2,70,2,4,12921516
50,6,2,2,42,4,2,2508040
90,11,1,2,62,4,1,9484204
30,7,2,1,28,2,1,2350104
5,6,2,1,51,2,1,7533512
50,6,3,2,53,3,4,9443204
50,6,2,2,29,4,1,1033446
50,5,2,2,27,3,5,3521693
40,6,3,2,30,4,4,7720468
70,5,2,2,19,4,3,13083037
20,7,3,2,23,4,1,11026695
0,6,2,2,65,4,4,4443000
50,7,3,2,46,3,1,1005122
50,4,2,1,38,3,2,6371404
50,3,3,1,38,2,1,4527914
40,8,3,2,44,2,1,2604429
75,3,1,1,68,2,5,4557174
55,8,1,1,60,2,5,996629
100,6,1,1,48,4,1,12924437
50,9,4,1,20,4,3,1170208
60,8,2,1,44,3,1,3490368
70,1,1,1,52,4,1,11120715
60,7,3,2,27,4,1,2379394
60,7,1,1,71,4,1,6546355
0,8,1,1,25,4,3,7343179
50,7,2,1,29,4,1,2481539
0,6,3,2,70,1,4,958451
30,7,1,1,32,2,1,4622172
50,11,4,2,39,4,1,6487077
0,8,3,1,53,4,4,6591600
20,6,2,2,40,3,1,9690328
50,1,2,2,52,3,4,9496671
0,3,3,1,32,3,1,6383765
0,6,1,1,28,3,2,8420898
50,6,1,2,65,4,4,11106394
30,6,3,1,28,4,1,4358891
50,7,2,1,66,4,1,8468811
50,7,3,2,27,2,1,6483849
30,5,2,2,28,3,2,7630239
10,6,2,1,39,2,1,4566001
30,7,3,1,39,2,2,9526917
10,9,2,1,42,2,1,8457221
60,6,2,2,30,4,5,1221914
50,7,1,1,52,3,1,13052359
50,6,4,2,38,3,1,6586074
50,8,2,1,38,4,1,13067256
2,7,2,1,48,3,1,13018974
70,5,1,1,61,2,2,3520315
20,6,3,1,38,2,1,2520159
50,6,3,2,35,3,1,4472305
75,5,3,2,67,3,4,3583356
0,6,4,1,33,4,1,2586874
40,7,2,1,26,2,1,7485588
0,6,2,1,60,4,5,2457832
10,6,2,1,30,1,1,9572702
50,6,3,2,22,3,3,885766
50,6,3,2,44,4,1,9589302
50,6,2,2,30,4,4,3488412
0,9,2,1,28,4,1,7493943
0,6,2,1,45,4,2,9512458
70,3,2,1,71,4,2,6678810
50,11,3,1,38,3,1,3786120
50,6,2,2,25,3,1,7542307
50,8,3,2,20,4,3,834588
40,6,3,2,31,4,4,7584090
20,6,2,2,39,4,1,3447302
50,6,2,2,37,3,4,6540520
25,9,4,1,29,3,4,7501490
100,4,2,2,43,4,1,13088545
50,6,4,1,38,2,1,1188727
100,9,1,1,29,4,1,7355673
50,6,4,2,46,2,5,3500867
70,6,2,1,50,2,1,9411142
50,8,3,2,35,4,1,6458214
50,1,2,1,34,2,2,7581060
50,4,2,1,53,2,1,7403073
50,11,3,1,29,4,1,2318171
60,4,3,2,25,2,5,1014880
50,3,2,1,18,3,3,8532314
0,1,2,2,21,2,3,7611756
50,4,3,2,23,4,1,3463793
50,6,3,2,28,2,1,3560418
50,6,2,2,51,4,1,9646828
20,6,3,2,26,4,1,3613747
70,8,3,2,75,3,5,1053001
50,6,4,2,29,4,1,8369780
50,10,3,2,30,4,1,4458910
10,6,2,2,40,3,4,4452417
0,9,4,2,30,4,1,2617194
25,9,4,2,29,3,1,9710752
10,5,2,2,35,3,5,2387947
30,8,3,2,44,3,1,2584035
80,5,2,2,32,3,4,4530716
0,5,3,2,38,3,1,7481048
50,9,2,1,50,4,1,4433355
50,8,2,2,40,2,1,3495118
0,11,1,1,30,4,1,4560951
40,7,2,2,31,4,4,7433486
40,3,4,1,25,4,1,3386507
20,6,3,2,28,2,4,16906073
0,1,2,2,38,3,4,3473388
30,7,3,1,62,2,1,2455936
50,6,2,1,39,4,1,3537574
75,9,2,1,46,2,2,6605622
25,9,2,2,30,2,1,8564499
60,11,2,1,50,4,1,13060806
10,6,2,2,60,3,1,6633639
60,8,2,2,33,4,4,7646776
20,6,1,1,45,4,1,7560043
0,6,3,1,21,4,3,1135457
0,8,3,1,42,3,6,4475062
50,8,4,1,37,4,1,3587913
50,6,4,2,50,2,4,13034023
50,6,2,2,69,2,4,8480775
0,10,1,1,63,4,4,2533650
50,8,3,1,28,4,1,3505798
30,11,2,1,65,2,4,7591047
40,7,3,1,29,2,1,7459573
40,6,3,1,46,2,1,3497608
80,7,2,2,65,2,4,9540521
0,8,4,2,31,2,1,3413479
20,5,2,1,62,3,1,9496193
25,9,2,2,33,3,1,2440189
10,2,2,1,54,2,1,4451527
25,11,4,2,28,4,1,6461322
60,5,3,2,52,2,1,13052689
0,6,3,1,31,1,2,4703307
50,9,2,2,40,3,4,7630967
25,8,2,1,65,2,5,2478210
0,6,2,1,29,4,1,6485553
50,8,3,2,24,4,1,3536440
40,7,3,2,42,1,5,6574690
50,6,3,1,22,2,1,7467853
30,8,4,1,22,3,1,885165
50,6,2,2,48,2,6,17145951
0,6,4,2,44,2,1,2539407
50,6,2,2,30,4,1,7476607
0,4,2,2,31,2,1,6446896
50,7,3,2,42,4,1,7454142
30,6,3,2,56,3,1,9636931
85,4,1,1,66,2,5,4327388
50,6,3,2,29,1,4,7433240
50,6,3,1,29,2,5,4627234
0,6,3,2,47,2,5,2535349
0,4,4,2,29,3,1,957223
40,5,2,1,69,3,1,2448195
30,6,1,1,44,4,1,7277163
50,8,2,1,54,2,4,1013864
50,6,2,2,48,3,2,3428422
40,8,2,1,29,2,1,6304305
50,6,2,2,24,2,1,3703827
50,4,4,1,30,3,1,6582635
0,6,2,2,45,2,1,2564905
40,6,4,2,36,4,4,8418363
30,6,3,2,31,3,5,2535347
50,6,2,1,51,4,2,16880766
40,6,2,2,59,3,1,6424520
50,6,2,2,41,3,1,2480950
50,6,4,1,38,2,1,2520348
50,8,1,1,20,2,1,3385636
40,7,2,1,43,4,1,16997588
50,7,2,1,62,2,2,3478945
5,8,2,2,57,2,1,2551484
0,1,4,2,20,2,3,1224377
50,5,3,1,38,2,1,10857753
0,6,2,2,52,4,1,11146818
10,11,1,1,20,2,3,9679529
50,8,4,2,39,2,6,4619291
80,6,2,1,43,3,1,6325347
20,7,2,2,44,3,2,4419357
5,6,3,2,25,2,4,6397962
0,6,2,1,37,4,1,6632748
40,9,3,2,24,2,6,2595866
40,6,2,2,28,3,4,11049941
50,6,2,1,20,2,3,9546897
0,11,1,1,36,4,1,9476626
50,6,2,2,48,2,1,8564557
10,1,1,1,43,3,1,6600801
50,6,3,2,33,2,5,3514368
0,6,2,1,36,2,1,3523051
0,1,1,1,54,4,1,2522493
25,8,3,1,62,2,1,6543191
0,6,4,1,46,3,1,961754
0,6,2,1,58,4,1,7638229
50,7,2,2,54,3,4,10969085
50,4,3,1,18,1,3,4521086
50,2,4,2,46,2,4,6331683
80,1,2,1,61,4,1,16896426
2,3,2,2,20,3,3,11049515
0,6,2,2,24,4,1,3635189
50,3,3,2,19,1,3,1036593
50,9,3,2,27,4,1,4520441
75,3,2,2,51,4,1,9387932
45,7,3,1,22,2,3,9262962
0,11,1,1,48,2,1,6595840
50,1,1,2,65,3,4,6509364
75,7,2,1,47,2,1,6580806
80,6,2,2,50,3,6,24954754
5,3,2,1,70,2,1,2654739
50,6,2,2,61,2,6,3419885
0,5,1,1,59,4,1,17054816
10,6,2,2,61,3,4,10971204
50,6,3,2,44,3,1,8358544
0,5,3,2,44,4,1,4426503
20,3,3,1,26,4,1,4581204
0,3,2,1,49,2,2,900432
50,6,2,2,64,3,1,9654432
0,6,2,2,41,2,4,895463
40,6,2,1,26,2,6,2481610
0,9,3,2,38,2,1,4437474
0,3,2,1,70,4,5,9386795
25,7,2,2,66,3,5,3657299
50,6,2,2,37,4,1,25100736
