Temp_Rikken,Ideology,Interest,Gender,Age,Education,Job,Income
25,7,2,1,38,2,1,4478268
50,5,3,1,27,3,1,4378966
50,7,3,2,32,4,4,3514813
50,7,2,1,66,2,5,3496776
10,6,3,1,58,2,1,7437263
0,6,2,2,55,3,1,3542690
30,7,1,1,39,4,2,2551992
80,4,1,2,71,4,5,1030101
50,6,2,2,21,4,3,13099948
0,8,2,2,39,3,4,6328684
0,8,2,2,64,2,4,6423651
10,7,2,2,62,2,6,12860743
50,7,2,2,72,4,4,2373363
50,6,2,1,27,4,1,3577149
0,6,2,2,31,2,4,6498411
0,6,2,2,47,2,4,6527890
30,6,2,1,55,2,1,9382723
0,6,2,2,36,4,1,7442097
50,9,2,2,62,3,4,10952379
0,9,1,2,51,3,1,11177211
60,6,3,2,29,2,4,7427318
60,6,3,2,38,4,1,7606556
10,7,2,2,59,3,1,9518248
25,4,2,2,67,4,4,9511354
0,10,1,1,65,2,5,2456563
25,9,1,1,55,4,1,6514004
40,8,2,2,50,3,1,6515625
30,11,1,1,59,2,1,9476465
30,8,4,2,41,4,1,8345384
30,4,2,1,19,2,3,9543875
50,5,2,2,69,3,5,3439690
50,4,3,2,52,2,4,1034582
80,6,3,2,37,3,4,4498432
50,5,2,1,62,3,1,3511170
10,9,2,1,41,3,2,4537739
50,6,4,2,22,3,1,7454352
50,7,3,2,34,3,4,6598872
55,4,4,1,28,2,4,9450204
50,4,2,1,21,3,5,6638207
25,7,3,2,28,3,1,3381318
50,5,2,2,34,4,4,6616494
25,6,2,2,34,3,2,6427078
50,6,3,2,42,2,1,3599863
0,7,2,1,35,3,1,2651454
50,6,4,2,25,4,2,3606042
0,6,3,2,41,2,1,2583158
0,9,2,2,39,2,5,2535628
10,6,3,2,33,1,4,3469897
0,10,2,2,70,3,1,6473031
45,6,3,2,67,2,5,1025485
10,5,2,1,54,4,2,4466363
0,6,2,1,44,3,1,7389959
0,10,1,2,55,4,4,11083453
10,6,2,2,33,4,1,8518098
0,6,2,2,43,2,1,2510803
70,3,2,2,72,4,4,6389325
50,6,4,1,30,4,1,7470499
40,7,2,2,30,4,1,7577446
0,6,3,2,44,2,1,9558294
0,6,2,2,41,4,1,6596269
10,6,3,1,25,2,4,1223792
1,7,2,2,64,2,4,3502492
50,5,2,2,32,3,4,4459353
0,1,2,2,32,3,5,3414605
50,3,2,1,25,2,5,1019343
55,7,3,2,25,4,5,1044983
25,8,2,2,23,2,3,1018327
0,7,3,1,29,4,1,3522589
50,4,3,1,23,3,3,2469546
50,6,2,1,22,2,1,1064920
40,9,2,2,22,4,3,1092487
0,8,2,1,47,2,1,9619074
0,1,2,1,19,2,1,2613215
40,8,2,1,51,4,1,16940126
25,11,1,1,67,4,5,2599104
20,6,2,2,63,2,1,2510538
30,11,2,1,37,4,1,9509293
75,8,2,1,56,2,1,10911450
40,6,2,2,19,2,1,3316777
30,9,2,2,64,3,4,10976748
50,6,2,2,23,3,4,1032892
50,4,3,2,60,4,1,3442076
0,6,3,1,47,4,1,9452160
50,7,3,2,58,3,6,4429680
80,7,1,1,23,4,3,6485001
0,8,2,2,28,2,1,2665270
70,3,1,2,24,4,3,7622222
25,6,3,2,32,3,1,3427468
20,6,3,1,48,3,5,2596908
40,7,3,1,29,4,1,9570578
0,9,1,2,44,4,6,6571315
40,8,3,2,36,4,1,9748607
40,7,3,1,47,3,1,8675583
60,8,2,1,49,4,1,10824728
10,3,3,2,20,4,3,939897
0,6,2,1,31,2,1,4482562
25,7,2,1,22,2,1,4712667
50,6,2,2,68,2,5,1022194
50,8,3,1,39,2,2,9492251
50,11,1,1,62,4,1,6647572
0,9,2,2,64,2,4,4461250
0,9,2,1,25,4,1,8619830
0,5,3,1,35,3,5,9463192
0,7,2,1,65,2,5,3699487
30,11,1,1,62,4,1,24981761
30,5,3,1,25,4,1,4678904
10,6,2,1,62,2,1,7400409
100,7,1,2,57,3,4,6322248
0,5,2,1,28,4,1,6392922
60,6,2,1,60,4,5,9457578
75,9,2,1,27,3,1,3449439
50,6,3,2,61,3,1,4521586
50,6,4,2,28,4,1,8484531
50,7,2,2,36,2,4,8364583
0,7,2,1,25,4,3,9493134
50,7,2,2,22,3,3,3364712
20,2,4,1,34,4,1,9499428
50,6,4,1,29,4,2,994424
50,6,3,2,36,3,1,7594732
40,6,2,1,37,2,1,7694058
50,7,3,1,29,4,1,7615605
60,7,3,2,67,3,5,4439275
20,6,3,1,70,4,1,6420688
50,6,2,2,47,2,1,8388950
10,1,2,1,41,4,1,3554125
0,6,3,2,41,3,1,6474630
45,7,2,1,36,4,1,4378150
40,6,3,2,34,4,1,17039714
90,6,1,2,65,3,4,2466366
0,6,4,2,27,3,4,7665415
20,5,3,2,25,2,1,8372890
75,4,2,1,55,4,1,6464306
40,8,1,1,75,4,5,6759273
10,8,2,1,42,4,1,6442300
70,6,1,2,71,4,4,9676245
0,10,4,1,50,4,1,3568297
50,6,2,2,34,2,1,9509382
25,4,2,1,66,2,1,3475676
30,6,2,1,36,2,1,854265
10,5,2,1,61,4,2,9454404
80,4,2,1,33,4,1,4305026
40,5,3,2,29,4,1,4613418
80,4,1,1,21,4,3,1130669
0,11,3,1,47,2,1,6639892
50,6,3,2,21,3,6,878860
0,5,2,2,40,3,1,9330180
50,8,2,2,55,2,4,6539303
50,6,2,2,53,4,1,2559990
60,5,2,2,49,4,1,6511037
55,7,2,2,44,3,1,7602643
50,8,2,1,47,2,1,3686890
0,7,3,1,27,4,1,3493280
50,9,2,2,75,4,5,7573593
50,1,4,2,47,3,1,7616607
0,5,2,1,35,2,1,2486850
10,6,4,2,19,3,3,10828131
50,7,2,1,52,4,1,8329283
70,8,2,1,29,4,5,3500568
50,3,3,1,19,3,3,8548095
50,9,2,2,32,2,1,4440317
30,11,2,1,50,2,6,6508812
50,5,3,2,32,3,1,2497367
50,6,3,2,22,2,3,8286272
0,5,3,2,49,3,1,11084464
50,8,3,2,22,4,3,1125529
45,5,4,2,21,4,3,1087747
60,6,3,2,28,4,1,2683017
0,6,3,2,52,3,1,17048593
40,7,3,2,37,4,1,11156665
50,1,1,1,38,4,1,6595312
25,4,2,2,60,2,1,9706601
0,7,1,1,35,4,5,878158
0,5,4,1,28,4,1,4706318
50,6,3,2,27,2,1,6473981
30,7,3,2,24,3,1,8528436
5,9,1,1,34,3,1,3525211
50,7,4,2,33,4,4,943513
70,4,2,2,44,3,1,2490426
60,9,3,2,50,3,4,8563351
50,6,3,2,35,3,5,1084953
0,8,2,2,62,2,4,3375574
50,9,3,2,26,4,1,6565544
50,6,4,1,31,4,1,7400538
40,5,3,2,24,2,1,4396599
0,9,2,1,37,3,1,6565495
50,6,3,2,37,2,1,2582504
55,6,2,1,24,4,1,3356791
60,7,3,1,31,4,1,6762061
0,8,3,2,34,2,4,3567752
50,9,4,2,30,2,4,4543109
40,5,2,1,33,4,1,6599555
50,5,2,1,25,4,1,2470140
50,8,2,2,29,4,4,3651669
0,5,2,2,29,4,1,9589433
0,3,2,1,49,2,1,8349566
40,6,3,2,38,3,4,7444306
1,4,2,1,70,3,5,7525287
50,7,2,1,26,4,2,8506692
45,6,2,1,26,3,1,6441040
60,6,2,1,51,4,1,9485110
50,7,3,1,24,2,1,3418397
0,3,1,1,33,3,1,9502165
60,5,2,2,19,2,3,1055414
20,9,2,2,43,3,1,3501545
0,8,1,1,38,3,1,925737
50,11,1,2,50,3,1,9503078
50,6,4,1,27,3,1,3715833
0,9,3,1,26,4,1,11115532
50,10,1,1,29,4,1,3355174
2,10,1,1,37,4,1,6563348
50,6,3,2,50,3,1,2633374
0,5,3,2,40,3,1,6585177
50,6,2,2,70,2,1,3469902
10,5,2,1,39,4,1,6392773
49,4,2,1,19,2,3,7601852
10,10,1,1,20,4,3,17231863
50,6,3,2,38,2,5,1055065
80,7,1,1,63,4,2,12879283
25,9,2,1,48,2,1,2384231
10,4,2,1,74,4,5,9654770
60,6,2,2,46,3,1,1010117
50,11,1,1,25,4,1,12915827
10,9,2,1,41,4,1,9448756
50,6,3,2,28,3,4,3417022
5,3,3,2,21,2,1,17016606
40,4,2,1,71,2,5,4566533
25,6,2,2,44,4,2,13099913
30,7,2,1,23,4,3,9435747
80,4,1,2,67,4,1,4355228
50,6,2,2,32,4,1,12819759
40,6,2,2,40,3,1,6429352
30,8,2,2,33,4,1,9652761
40,6,3,2,42,3,1,2545119
30,6,2,1,27,4,1,6467581
0,7,2,2,61,2,5,857368
40,7,2,1,35,3,1,9649588
80,6,2,1,41,2,1,1097525
50,1,2,1,26,4,1,4365731
50,9,2,2,29,3,1,2375574
50,7,2,1,29,4,1,7536374
0,4,3,1,24,4,1,9402991
50,6,2,1,33,4,1,6414996
3,9,2,1,19,2,3,6484487
40,6,2,1,19,4,3,1086831
50,7,3,2,27,4,2,17037554
20,7,3,2,26,4,3,17036815
50,6,4,2,22,2,3,1000352
0,7,1,1,52,4,5,1121072
25,8,3,2,34,3,4,4486722
50,8,3,2,25,2,4,3449053
30,5,3,2,38,3,1,7441302
60,8,3,2,54,3,1,11007050
75,7,2,1,66,4,1,7504011
20,5,3,2,38,2,5,2547749
75,5,3,2,69,4,5,2626727
0,10,1,1,69,4,5,3500603
60,5,2,2,47,2,1,1063716
60,7,2,2,33,4,1,12834240
0,8,2,1,48,2,2,1046044
70,4,3,2,74,2,4,6602723
60,2,4,2,32,4,1,11064477
15,5,2,2,28,4,1,4387734
0,1,1,1,31,4,1,7433417
50,6,2,1,57,2,1,9529048
30,6,2,2,46,3,1,8540407
50,11,4,2,18,2,3,3397080
15,8,1,1,27,4,1,7440960
50,7,4,2,34,4,1,3643456
20,6,2,1,38,2,1,6421405
0,8,2,1,24,2,3,1064554
100,4,1,1,67,4,2,9517271
58,5,2,2,48,4,1,7497216
70,4,2,1,31,4,1,7451958
50,5,2,1,39,4,1,6584281
45,6,2,2,50,2,1,968659
20,6,3,2,41,3,1,7573273
0,1,2,1,38,4,1,8528901
30,5,3,1,33,3,1,3586802
50,11,2,1,35,3,1,6695506
0,8,4,2,67,3,4,3515008
65,7,2,2,26,3,4,4473187
40,5,2,2,19,2,3,9469897
60,5,2,1,64,4,1,7320235
55,5,3,1,36,3,1,6716544
20,7,1,1,27,4,1,3449123
30,6,3,2,47,4,4,4580242
20,8,3,2,51,2,1,9500991
10,6,3,1,31,3,2,3606810
40,6,4,2,27,4,5,2545033
0,6,4,2,30,3,4,9560752
50,6,2,2,19,4,3,4579368
50,6,3,1,38,3,2,7486788
25,6,3,2,37,3,1,8321867
11,10,2,1,31,4,1,6504081
30,7,3,2,48,2,1,1041607
50,9,4,2,18,4,3,6515740
0,9,1,1,70,4,5,6433202
40,6,3,1,38,4,1,9475194
50,6,3,2,34,3,4,3544032
50,8,3,2,58,2,4,2366448
100,8,2,1,18,2,3,2617832
45,6,2,2,53,2,1,2671136
0,6,3,1,19,2,3,2486359
50,9,1,1,72,2,5,10907248
25,8,2,2,28,4,1,3418388
50,6,3,2,27,2,4,4419783
50,6,2,2,57,2,4,11124644
0,6,2,1,57,2,1,7617066
60,5,3,2,23,4,3,10919771
50,8,3,1,28,4,1,13096407
50,8,2,2,26,4,1,6546075
50,8,2,2,30,2,1,2421497
0,9,2,1,21,4,3,3416325
50,6,3,2,24,4,1,876638
0,7,3,1,20,4,3,8432909
30,6,2,2,46,2,1,13139657
65,9,2,1,55,2,1,3180750
0,6,3,1,20,3,3,25056853
50,4,3,2,30,4,4,4594500
50,7,3,2,29,4,4,4521010
10,6,3,1,21,4,3,6531881
0,8,2,1,59,4,1,9379155
10,8,2,2,32,2,1,4602433
60,8,1,1,75,4,5,3445925
50,6,2,2,51,4,1,2402998
50,8,3,2,45,4,1,4458555
20,6,1,1,55,4,1,9470206
20,6,3,2,60,2,5,7491467
40,7,2,2,71,2,4,856126
50,9,2,2,29,3,4,3553556
40,6,1,1,50,4,2,3419719
50,7,3,1,32,3,1,7578143
50,9,2,2,58,3,1,7242292
0,7,3,1,22,3,3,8557299
20,9,1,1,20,4,1,8428842
60,5,2,1,31,4,1,6430237
50,7,2,2,32,2,1,4354078
0,1,2,1,21,4,3,9477232
60,8,2,1,61,2,1,9445472
30,8,2,2,21,4,3,3675750
0,4,3,1,39,3,2,2494107
75,4,2,2,30,3,1,6546915
20,6,2,1,29,3,1,6334525
20,5,3,1,26,4,1,7495387
60,4,2,1,59,2,2,4617256
50,9,3,2,33,3,4,8563907
55,2,2,1,49,2,2,3751564
0,7,2,1,63,4,4,2399884
50,11,1,1,58,3,6,2537373
50,8,1,2,46,3,2,8534237
0,6,2,2,62,3,1,4426730
50,5,3,2,23,4,2,24877668
0,11,1,1,66,3,2,4392829
0,6,4,2,25,2,1,6466764
30,5,2,2,70,3,5,2424377
60,5,1,1,64,2,2,2481904
50,9,4,2,29,2,4,4557672
50,4,2,2,35,2,4,6522096
45,7,2,2,19,2,3,2547339
10,5,2,2,44,3,4,6540616
50,5,2,1,35,3,1,831380
50,6,3,2,62,4,5,4471550
10,4,2,1,38,4,1,1018364
50,6,4,1,27,2,1,6491149
25,6,2,1,18,1,3,9669070
10,6,3,2,41,3,1,25134612
20,8,3,2,28,4,1,8443972
10,9,2,1,35,3,1,4568719
0,6,1,1,42,2,1,8444355
0,8,2,2,53,4,1,3432663
0,10,2,1,37,4,1,7379025
25,5,3,2,19,4,3,8572848
50,6,4,1,36,2,2,4591996
30,8,3,2,61,3,1,984799
50,5,2,1,18,2,1,2407668
0,11,3,2,54,4,2,988040
40,4,2,1,29,2,1,3381360
60,7,2,2,37,3,4,8750397
50,9,4,2,49,2,1,4432152
0,5,2,1,43,4,1,11116364
80,9,2,2,46,3,1,3410814
10,6,3,2,27,4,1,17104939
50,1,1,1,39,1,1,2644544
20,8,3,2,53,1,4,2428442
50,1,4,2,34,3,4,7591756
30,7,2,2,33,4,4,6443355
0,5,2,2,27,3,1,2507190
50,6,3,2,43,3,1,6450973
0,11,1,1,41,2,1,4557919
60,6,2,1,50,2,1,8531544
5,3,2,2,33,4,1,12886546
100,3,2,1,39,4,1,8391709
5,6,2,1,42,2,1,8447968
75,4,1,2,60,3,4,12920123
10,1,4,2,19,1,5,936249
50,5,2,2,41,4,1,7595002
0,11,2,1,46,1,1,7417685
70,5,2,2,63,4,4,10885732
10,6,3,2,31,4,4,11104356
0,6,2,2,30,3,1,2511137
60,6,2,2,61,4,4,6653097
30,6,2,2,28,3,4,1086439
50,6,3,2,25,2,1,6531974
0,7,2,2,50,2,1,2669412
65,4,2,1,18,2,3,7587641
0,6,2,1,26,4,3,867489
0,2,3,2,25,1,1,9604718
50,9,3,1,35,4,1,6470507
50,6,2,1,30,2,1,6561719
0,4,2,1,29,4,5,6656426
0,6,4,1,25,2,1,1128586
50,6,2,2,40,3,4,4533511
50,6,4,1,26,2,1,3429205
50,7,3,1,26,3,1,4505724
48,3,3,1,24,4,1,981656
50,8,3,2,43,3,4,9355708
75,7,1,1,46,4,1,4461110
50,8,2,2,18,2,3,7380950
40,4,3,2,50,3,4,7534893
50,4,2,1,22,4,3,887869
50,5,3,2,51,2,1,3491539
50,7,2,1,18,2,3,4538460
45,8,4,2,54,3,4,3328460
75,5,2,2,66,3,4,2460587
25,4,4,2,19,2,3,6640479
40,6,2,1,72,4,2,4551028
5,4,2,1,28,4,1,3420245
0,6,2,2,35,4,4,6410075
30,6,2,1,26,4,1,3517635
25,9,3,1,38,4,1,6356268
50,9,3,2,42,2,1,3480133
30,6,2,2,73,4,4,975981
30,6,3,2,39,3,4,7474912
10,11,2,2,54,2,1,12870199
25,7,1,1,24,4,3,11133434
5,9,1,2,49,2,1,2458779
50,6,3,2,39,3,1,4466932
10,5,2,1,43,4,1,7558597
50,9,2,2,28,4,1,9469037
50,5,1,1,69,3,5,2593342
40,7,2,2,28,4,1,9450202
50,9,1,1,69,4,2,6566814
10,3,4,1,30,3,4,4543196
30,9,2,2,31,3,4,6333439
40,6,3,2,49,4,1,9533175
40,6,2,1,19,4,3,7402001
50,9,2,2,24,2,4,4503255
90,5,2,2,60,2,4,12923880
0,11,3,2,28,4,1,4447636
50,8,2,1,43,3,1,4471553
78,1,4,1,28,4,5,4632048
50,6,4,1,23,4,3,4566329
10,6,2,1,45,2,1,6349493
60,5,4,2,19,2,3,821245
0,1,1,2,29,4,1,3497288
4,6,4,2,18,2,3,2450084
20,5,3,2,27,4,1,3577415
53,6,1,1,18,3,3,8601477
20,6,2,2,19,4,3,8494616
50,6,4,2,27,2,2,7407853
10,9,3,2,18,2,4,6452105
75,5,1,2,70,2,4,6432513
50,5,4,2,20,3,1,2622764
25,7,2,1,67,4,1,7400902
0,5,2,2,23,3,1,8597379
50,3,2,1,38,2,1,4499276
25,9,2,2,34,4,1,3400892
8,11,1,1,27,4,5,3563281
30,7,3,2,23,4,3,4397368
52,6,2,1,19,4,3,996487
70,6,2,2,39,4,1,8303416
50,6,3,1,29,4,1,9456226
70,6,3,2,27,4,4,13007225
48,6,3,1,23,4,1,3557311
0,4,2,1,38,4,1,11119410
40,6,3,2,18,2,3,8553151
50,11,2,2,20,2,3,8468659
70,7,4,2,44,3,4,10919287
50,7,2,2,25,4,1,2570527
0,6,2,2,35,3,1,9410650
25,10,3,1,26,4,1,3707321
50,2,2,2,20,1,4,2528736
20,4,2,1,35,3,1,8480615
50,6,2,2,38,3,1,6538450
30,6,3,2,33,2,1,4447728
10,6,4,1,19,4,3,909925
0,7,3,2,25,4,2,4550611
50,1,2,1,18,2,3,11096169
50,8,3,2,31,3,1,7568716
50,7,2,2,26,3,1,2529714
50,8,4,2,18,1,3,4277343
0,9,3,1,19,2,3,8497267
30,9,2,2,57,4,1,25035109
40,3,1,1,38,3,1,6401776
30,9,3,1,29,4,1,6635395
55,7,3,2,19,4,3,11022510
65,5,2,2,18,2,3,1095884
60,1,1,1,44,2,1,2470251
50,6,3,2,73,2,5,719353
50,6,2,1,29,1,2,7478185
0,8,2,1,23,4,3,886454
60,3,3,1,21,3,3,1205244
50,7,3,1,19,2,3,8545310
50,6,3,2,31,3,1,4556316
45,8,2,2,19,4,3,8483705
60,6,2,2,50,3,4,9615820
50,6,2,1,25,4,1,4561951
5,9,3,2,21,4,3,8646991
15,4,2,2,27,3,4,7364366
0,9,3,2,28,3,4,7493799
0,11,4,2,26,3,1,1091767
51,6,3,1,27,4,1,3604713
50,6,2,2,18,3,3,1144573
0,11,1,1,55,2,4,2427835
10,6,2,2,35,2,1,6474983
60,6,2,1,52,4,1,8526252
10,11,2,2,18,1,6,1055659
60,6,3,2,70,3,1,3546784
50,1,3,1,31,2,1,6731818
0,4,3,2,57,3,1,2529458
90,6,3,1,18,3,3,9643925
20,7,2,1,30,4,1,4497826
50,1,3,2,36,2,2,2517043
0,9,2,1,39,3,1,3496008
100,7,1,1,36,4,1,4399301
0,11,4,2,28,3,4,4455624
1,6,2,1,49,2,1,7383250
40,5,4,2,40,2,1,7472951
50,5,3,2,29,4,1,6518518
10,8,1,1,66,2,5,3454185
50,6,2,1,38,2,1,6548031
40,5,2,1,19,4,3,2513531
50,4,3,2,27,4,1,4532759
0,2,2,1,18,2,3,1149032
50,6,3,1,31,3,1,4525305
40,4,2,1,25,4,3,10944648
50,6,4,2,26,2,1,6496537
40,7,3,1,19,2,5,10995862
70,1,4,2,25,4,1,1005693
0,6,2,2,42,4,4,9644324
0,6,3,2,20,3,4,935127
40,10,2,2,19,2,3,16833183
50,6,2,1,22,4,1,3451857
18,4,2,2,35,4,4,9504977
25,11,3,2,43,2,1,3478902
0,3,1,1,21,4,3,7485983
0,5,3,1,49,3,1,9414132
50,6,1,1,28,2,1,9449968
25,4,2,2,25,4,3,10983947
40,6,2,1,43,4,2,2370252
50,6,2,2,64,1,5,1004098
80,6,1,1,66,4,1,4528040
50,5,2,2,27,4,1,6555760
5,6,3,1,27,4,5,2535227
11,7,3,1,19,2,3,2610862
50,5,2,2,18,3,3,6623170
50,4,2,2,32,2,2,2549926
50,11,4,2,29,4,1,4427525
0,7,1,1,19,2,3,4489336
0,9,1,2,39,3,1,2339759
25,8,2,1,19,3,3,6493233
50,7,4,2,23,3,1,9474463
0,5,2,2,19,3,3,8516648
25,5,4,1,39,4,1,8400928
0,6,2,2,30,2,1,4562325
0,1,1,2,61,3,2,9527374
100,10,2,1,19,1,3,916869
40,6,3,2,60,2,4,11183322
10,11,2,2,47,2,2,2539455
50,6,3,1,34,2,1,4526197
30,5,3,1,19,4,3,9642106
40,7,2,1,21,4,3,922713
0,1,2,2,24,1,1,9706729
50,5,2,2,23,1,1,3448791
50,11,3,2,24,4,1,12982088
50,1,2,1,39,2,1,13189972
40,7,3,2,56,4,4,7581739
50,6,1,1,36,2,1,4537702
0,6,4,1,30,3,1,3504455
50,8,2,2,26,4,1,3485929
70,5,1,1,67,4,6,9660279
30,7,4,2,19,2,3,4380725
0,9,2,1,52,4,1,7514709
20,9,1,1,19,4,3,6402221
10,10,3,2,21,4,3,7552752
50,6,2,1,27,3,1,3518458
60,9,3,2,22,3,3,7596976
45,5,2,2,39,3,1,7540834
30,9,2,1,60,2,1,2535359
40,8,3,2,29,3,1,2562744
50,7,3,2,18,2,3,3368855
50,6,3,2,24,3,1,939466
0,11,4,1,19,4,5,904793
0,9,2,1,19,2,5,3512608
0,8,3,1,19,3,3,9420136
11,11,4,1,19,4,3,8374578
30,5,2,2,18,2,3,13030384
0,4,3,2,18,2,3,960574
10,6,4,2,19,2,1,933435
0,6,2,2,19,2,3,7544088
50,11,1,1,19,4,3,881455
50,6,3,2,18,2,3,7531272
