TempKyosan,Female,Age,Satisfaction,Interest,Ideology
5,1,32,4,4,4
1,1,73,2,3,5
30,0,72,2,3,6
0,0,42,3,3,4
60,0,43,2,2,7
0,0,50,3,2,6
0,0,73,4,3,10
0,1,74,4,3,9
5,1,71,1,3,4
1,0,41,1,4,5
20,0,39,3,3,5
0,1,59,3,2,6
0,0,61,2,3,8
25,0,46,4,3,6
70,0,58,1,3,4
20,1,52,1,1,5
0,0,68,3,3,6
40,1,66,2,3,8
10,0,49,1,3,9
20,0,55,2,3,6
10,1,70,4,3,6
50,0,60,3,3,6
50,1,71,1,3,6
0,0,39,4,4,9
0,1,36,3,2,7
10,1,63,4,3,6
10,1,25,2,2,5
0,0,70,4,4,10
60,1,73,1,3,5
50,1,60,3,1,6
0,0,61,4,3,7
10,0,62,1,3,4
5,0,66,2,2,6
0,1,59,2,3,4
50,1,28,3,2,6
0,0,68,4,4,5
40,0,46,3,2,6
50,1,39,2,2,6
50,1,38,1,1,5
0,1,63,4,3,8
50,1,46,1,2,6
30,1,44,3,2,6
70,0,33,2,2,4
50,1,69,3,1,6
50,0,29,3,2,7
60,0,37,2,3,9
55,1,40,2,2,8
80,1,27,1,3,6
50,1,63,2,2,7
0,0,68,4,3,10
0,0,57,3,4,8
50,0,49,3,3,6
40,1,61,2,2,7
30,0,73,2,3,8
0,0,51,1,3,6
50,1,64,1,4,6
0,1,62,1,3,6
0,1,50,1,3,6
50,0,49,1,2,6
80,1,65,2,3,4
10,1,53,3,3,7
0,1,37,4,3,7
50,1,36,3,2,6
40,1,25,3,2,9
50,0,61,1,4,1
25,0,69,2,2,7
60,1,67,1,4,4
20,0,36,2,3,8
30,1,59,4,2,8
50,1,39,1,1,6
0,1,39,2,2,8
0,0,71,1,3,6
0,1,46,4,3,5
60,0,36,3,2,7
25,1,51,1,3,6
80,1,62,1,4,3
0,0,57,3,4,9
10,1,70,2,3,5
10,1,68,3,3,5
10,1,34,3,2,4
50,0,67,1,3,9
10,1,56,3,3,7
25,0,59,2,4,9
0,1,70,5,3,11
5,0,53,3,2,7
50,1,34,4,3,7
60,1,29,1,3,6
0,1,27,2,4,10
0,0,37,4,3,8
0,1,41,3,1,6
5,0,58,2,4,8
30,0,38,3,2,5
0,1,25,3,2,8
50,1,67,4,3,9
10,1,54,2,2,5
0,1,36,1,2,8
0,0,52,1,1,6
50,1,66,1,2,4
75,0,54,2,3,9
0,1,33,1,1,11
65,0,66,3,3,6
0,0,67,2,3,5
50,0,39,3,3,6
10,0,74,4,3,11
45,1,37,3,3,6
55,1,40,2,3,6
10,0,39,3,2,6
20,1,63,3,3,6
50,1,33,3,1,6
60,0,52,2,4,6
0,1,48,2,2,4
20,0,74,1,3,4
25,1,52,3,1,6
60,1,63,1,4,4
10,0,34,4,3,5
0,0,56,1,2,6
30,1,38,4,3,6
0,1,64,3,3,6
50,0,49,2,3,6
0,0,52,2,4,9
0,1,35,1,2,11
40,1,35,4,3,8
10,0,38,2,3,6
45,1,54,2,3,5
0,0,59,1,3,9
10,0,68,3,3,9
10,1,60,1,3,6
50,1,52,4,2,8
0,0,28,4,3,8
50,1,38,3,1,6
50,0,52,1,2,6
60,0,74,3,2,5
0,1,64,3,3,7
25,0,32,4,2,7
15,1,75,1,3,7
10,0,60,3,4,8
0,0,53,1,3,11
0,1,44,1,2,6
0,0,54,4,4,1
0,0,36,3,2,4
10,0,38,4,3,4
10,0,58,4,4,8
50,0,71,1,3,4
75,0,68,1,2,9
0,0,50,3,3,7
40,1,70,3,3,6
50,1,56,2,3,8
10,0,73,2,3,6
20,0,46,2,3,5
25,1,74,2,2,8
50,0,66,1,3,6
4,0,30,4,4,1
0,1,63,5,2,11
50,0,45,4,3,8
1,1,34,3,3,5
50,1,29,3,3,11
100,0,58,1,4,1
50,1,51,3,3,7
0,0,30,5,4,11
10,1,74,3,3,6
50,1,61,4,2,5
0,1,41,1,3,6
0,1,58,1,3,5
50,1,61,3,2,6
50,1,39,3,1,6
10,1,67,1,3,8
0,1,66,5,3,8
75,0,37,2,3,5
10,1,52,3,2,6
50,0,47,2,2,4
25,0,60,2,3,8
60,0,45,2,3,6
50,0,20,3,1,6
50,0,40,3,3,8
0,1,69,3,2,6
30,0,50,1,3,5
0,1,54,3,2,6
50,1,70,1,3,5
40,0,27,2,3,6
20,0,41,3,3,8
10,0,70,2,3,8
50,1,35,3,1,6
60,1,40,3,2,9
0,0,56,4,4,1
50,0,52,4,3,6
80,0,67,1,3,3
10,0,28,4,1,10
50,1,65,3,2,6
0,0,48,3,3,6
3,0,54,4,3,5
40,0,68,2,3,6
0,0,59,4,3,2
0,1,70,4,3,7
0,0,71,4,3,8
20,1,68,1,4,3
20,1,73,3,3,6
39,1,32,2,2,4
0,1,45,3,3,10
20,0,41,3,3,6
50,1,70,1,4,6
50,1,55,2,3,4
40,1,75,2,3,5
50,1,39,1,3,6
15,0,50,4,3,8
10,1,43,1,2,5
10,0,40,4,2,4
1,1,60,1,3,8
40,0,45,4,3,7
5,1,46,4,3,3
0,0,26,2,4,10
10,1,37,2,3,4
50,1,75,4,3,8
50,0,29,2,3,4
50,1,49,1,1,7
30,1,46,3,3,9
50,0,43,4,3,4
50,1,63,3,3,6
50,1,65,2,4,5
10,1,34,2,2,8
5,0,66,4,3,4
50,0,62,3,3,6
5,1,60,4,3,9
0,1,46,3,3,5
20,1,48,1,3,8
20,0,32,3,2,5
60,0,54,1,3,7
40,1,32,2,3,4
50,1,61,3,3,6
0,1,56,2,4,6
0,0,66,3,3,7
50,1,61,2,3,6
50,0,69,2,3,7
50,0,68,1,4,4
25,0,69,2,3,7
50,1,70,1,4,3
0,1,54,1,4,6
20,0,65,3,2,4
0,0,73,4,3,7
50,1,43,3,1,6
50,0,27,2,3,5
40,1,71,3,2,6
10,0,46,1,4,10
0,0,63,3,3,9
0,0,72,4,3,9
0,1,34,3,2,6
4,1,45,2,2,7
20,1,66,2,3,4
0,1,72,4,3,8
0,0,38,5,4,6
0,1,31,1,1,1
0,1,65,3,3,6
20,0,30,3,3,8
30,0,39,3,3,10
0,0,68,4,4,6
0,0,69,5,4,9
0,0,58,1,4,7
0,1,32,3,2,6
50,1,47,3,2,6
10,1,64,2,3,8
0,0,62,4,2,11
65,0,71,1,4,2
25,0,55,2,3,4
50,1,26,3,1,7
35,0,55,1,4,6
25,0,68,3,4,8
30,0,45,1,3,8
0,1,33,3,2,7
5,0,58,2,2,8
0,1,27,1,2,6
0,1,43,2,1,6
50,1,53,3,2,6
50,0,29,3,2,6
70,1,67,3,3,8
30,1,62,3,3,7
0,1,65,1,3,4
0,0,42,3,3,9
50,1,42,3,2,7
50,0,56,3,2,6
0,0,49,1,3,4
0,0,27,1,1,7
0,0,67,1,4,11
0,0,55,1,3,3
10,0,70,4,4,8
30,0,60,3,3,7
55,0,72,2,3,4
50,1,31,2,1,6
50,1,40,2,3,8
0,1,37,3,2,8
10,0,71,4,4,8
45,1,41,1,3,8
46,1,75,2,3,6
0,0,28,3,3,6
30,0,51,3,3,3
0,1,25,1,1,5
0,0,40,1,3,6
10,0,70,2,3,6
100,1,63,1,3,5
80,1,70,2,4,4
40,1,32,2,1,5
50,1,41,1,4,7
50,1,69,2,3,6
1,1,60,1,3,8
10,0,71,4,2,9
0,0,63,1,1,6
50,0,61,3,3,7
90,1,50,2,3,4
30,1,49,3,3,8
0,0,53,2,4,8
50,0,58,4,3,8
50,1,61,3,2,6
50,0,43,1,4,4
50,1,36,3,2,6
50,0,39,1,2,6
30,0,61,1,3,4
50,0,71,1,4,4
10,1,38,1,2,6
50,1,29,3,3,6
30,0,52,3,2,6
0,1,44,4,2,7
65,1,58,2,3,6
50,1,60,2,3,6
0,1,35,3,3,10
50,0,57,1,3,5
40,1,67,3,3,9
0,0,64,3,3,4
10,1,23,4,3,8
50,1,46,3,3,6
30,0,71,2,3,7
30,1,72,3,4,7
0,0,63,2,3,6
40,1,55,3,3,10
50,0,24,3,2,6
20,0,58,3,3,7
30,0,35,3,3,8
80,1,62,1,4,5
0,0,55,3,3,7
0,0,45,3,3,6
10,0,69,1,4,8
50,0,44,1,4,6
0,0,52,1,3,6
25,1,54,2,2,6
50,0,63,2,4,8
30,0,70,3,3,7
50,1,39,4,3,7
50,1,30,2,1,6
45,0,62,4,3,8
50,1,35,3,2,6
0,0,69,2,4,11
0,0,66,3,3,6
30,0,66,1,3,8
5,0,42,1,1,10
50,0,67,1,4,6
50,0,66,1,3,6
0,1,71,2,4,6
70,0,54,2,3,6
40,0,67,3,3,8
50,1,66,2,2,8
70,0,49,2,3,6
0,1,54,3,3,4
0,1,69,4,2,6
0,1,68,2,3,6
50,1,53,4,2,9
0,0,64,1,4,6
40,0,70,2,3,3
0,1,36,2,2,9
0,1,26,1,1,6
50,1,36,2,2,6
0,0,72,2,3,2
50,0,33,3,2,6
50,1,34,1,3,7
60,1,67,1,4,5
50,0,46,3,2,6
50,0,43,2,2,7
50,1,73,1,3,6
0,0,31,3,2,11
25,1,33,1,1,6
0,1,34,4,3,6
50,0,70,1,4,8
20,0,63,1,4,6
40,1,71,2,2,6
0,0,43,3,2,6
30,0,31,3,2,6
0,1,69,4,4,10
10,1,63,2,2,6
50,1,67,2,2,6
5,1,35,3,2,6
0,0,27,4,4,9
50,1,58,2,3,5
75,1,35,2,3,4
0,1,43,4,3,9
50,1,55,1,3,6
2,1,59,3,3,3
50,1,62,1,4,6
50,1,52,3,3,6
0,0,31,4,4,11
50,0,40,2,1,8
0,1,35,1,3,8
60,0,74,4,4,4
30,0,69,1,4,7
20,0,63,4,3,8
40,1,73,1,4,6
5,1,44,1,2,7
0,1,43,3,2,6
0,1,63,4,4,9
10,0,42,1,3,6
90,0,56,2,2,8
0,1,66,1,1,1
0,1,50,3,1,7
0,1,40,3,2,7
10,1,27,1,1,6
80,1,69,1,3,3
50,0,70,1,4,5
5,0,29,2,1,10
30,0,65,3,3,9
0,0,57,3,1,1
0,0,51,2,4,2
20,1,28,3,2,9
50,1,30,3,3,6
30,1,32,2,3,7
0,0,48,1,2,8
20,1,58,2,3,6
50,1,25,3,2,7
0,0,45,4,3,4
0,1,54,4,2,5
40,1,71,2,2,9
60,1,56,1,4,4
5,0,52,2,3,1
75,0,41,2,3,6
0,0,39,1,3,5
0,0,41,4,2,6
50,1,70,2,3,7
100,1,57,1,3,8
50,0,53,1,4,7
50,0,38,2,4,4
50,0,48,3,2,6
50,1,53,3,3,6
0,0,48,1,3,6
80,1,60,1,2,4
0,1,47,2,3,8
50,0,46,4,3,7
50,0,28,3,1,6
0,0,70,2,3,8
0,0,62,1,4,6
40,0,25,2,2,6
50,0,65,3,1,6
50,0,60,4,4,9
0,1,40,3,3,4
0,1,47,1,1,11
10,1,72,2,3,6
0,0,29,2,3,9
50,0,31,3,2,5
50,1,32,3,3,6
40,0,27,3,1,6
0,1,38,4,3,4
0,0,73,4,3,8
0,1,33,1,2,11
20,1,36,2,3,5
60,0,42,3,3,4
0,0,57,2,2,9
0,0,67,1,3,6
10,1,24,3,3,6
0,1,29,3,1,1
80,1,68,1,4,5
60,0,72,1,4,4
50,0,56,3,2,6
0,1,69,1,3,6
0,1,25,3,2,7
60,0,35,1,3,5
0,0,38,3,2,5
0,0,33,3,2,5
50,1,41,2,3,5
10,0,31,1,3,11
50,1,46,4,1,6
0,0,28,4,3,11
50,1,32,4,1,4
10,0,69,1,4,5
0,0,73,4,3,11
40,1,42,2,2,6
50,0,35,4,1,6
30,0,70,1,3,9
50,1,27,2,3,7
0,0,51,3,4,4
50,0,57,2,2,7
30,1,65,1,3,4
0,0,54,4,3,8
50,0,42,3,4,9
50,0,46,3,3,6
0,0,49,4,3,3
50,1,27,4,2,7
50,1,51,2,2,9
50,1,71,1,3,5
0,0,43,1,4,9
0,1,28,1,2,6
50,1,66,1,3,9
50,0,53,3,3,4
20,0,62,1,3,6
0,0,32,2,3,9
50,1,52,1,3,6
20,1,59,2,3,7
10,1,29,2,2,6
40,1,73,3,3,6
50,1,36,2,2,6
50,0,29,2,3,5
10,1,39,4,2,8
30,0,38,2,2,6
10,1,42,4,4,9
0,0,23,3,2,6
70,0,62,1,4,4
1,0,72,5,4,10
20,0,59,1,4,4
100,1,72,1,4,2
50,0,65,2,3,4
0,0,68,3,2,8
50,0,32,3,2,8
50,0,61,2,3,6
0,0,45,3,4,10
0,0,53,1,3,6
0,1,74,3,3,5
75,0,67,1,4,1
50,1,31,3,3,10
45,0,24,3,3,7
50,1,57,3,2,7
50,0,37,3,2,6
0,1,48,4,3,5
30,1,68,2,3,5
40,1,35,3,1,7
50,1,55,1,3,8
30,0,36,2,3,5
25,0,54,2,2,6
0,1,38,3,3,6
50,1,34,2,2,7
0,0,37,3,4,11
30,0,50,4,2,8
40,1,26,2,1,5
50,0,21,3,2,6
50,1,24,3,2,7
50,1,55,2,2,8
25,1,39,2,3,9
50,0,49,1,4,7
0,0,71,2,4,6
50,1,35,3,2,7
40,0,35,3,3,5
0,0,52,3,2,6
40,0,61,1,4,5
30,1,66,4,4,6
0,0,68,1,4,6
10,0,52,2,2,6
0,0,49,4,4,11
10,0,25,3,3,6
0,1,58,4,4,6
50,0,36,3,2,6
50,0,24,2,3,9
50,1,53,3,2,6
30,1,72,1,4,7
30,0,60,5,4,11
50,1,65,2,3,5
0,0,26,3,2,7
50,0,64,2,2,5
50,1,41,2,3,6
90,0,62,1,1,6
0,0,74,2,4,11
20,1,64,2,3,8
25,1,40,3,3,6
10,1,64,1,3,4
35,0,64,3,2,9
0,0,73,4,4,11
0,1,54,1,3,6
50,0,19,2,4,7
0,0,70,4,4,8
55,0,33,4,2,5
0,0,52,1,3,9
10,1,25,4,3,8
30,1,68,2,2,8
0,0,70,4,3,6
100,0,70,1,4,9
0,0,36,4,3,9
0,0,26,1,3,5
45,0,33,3,3,6
0,1,38,1,3,4
40,1,50,3,3,7
50,1,22,3,2,5
30,0,48,1,3,6
0,0,55,3,2,5
10,1,37,5,1,5
0,1,63,2,3,5
25,1,63,2,3,6
10,1,28,1,3,8
50,1,31,2,2,5
0,0,55,5,4,4
50,0,48,2,3,4
60,0,36,1,3,4
100,0,63,1,4,1
0,1,67,3,3,8
0,0,69,2,3,6
10,1,68,2,3,7
100,1,62,1,3,4
0,0,34,1,3,9
50,1,61,2,3,6
60,1,55,3,3,6
3,0,71,4,3,8
5,0,64,2,4,6
0,0,35,2,3,4
50,1,31,2,1,6
25,1,42,3,3,5
0,1,50,3,3,6
50,0,62,1,3,6
90,1,60,1,3,2
0,1,53,3,1,6
3,1,48,1,2,5
39,0,26,2,4,7
80,1,61,1,4,1
50,1,34,2,3,11
0,1,64,3,3,8
10,1,50,4,3,5
40,0,34,3,3,6
25,1,51,2,2,6
75,0,56,1,3,5
20,1,51,3,2,11
0,0,45,1,3,6
35,1,56,1,3,6
0,0,42,3,3,1
0,1,41,4,3,1
0,0,59,3,4,11
10,1,33,2,3,7
70,0,37,1,3,4
40,0,58,2,3,6
50,0,68,1,4,6
50,1,46,2,2,6
40,1,52,4,3,6
20,1,56,4,3,7
50,1,68,2,2,4
70,0,67,1,4,3
30,0,50,3,3,9
50,1,49,4,3,5
100,1,66,1,4,3
0,1,66,2,2,6
40,1,34,2,2,6
30,1,52,3,3,7
30,0,26,4,3,8
30,1,30,4,2,6
0,0,45,5,3,11
0,0,71,1,4,8
20,0,29,1,3,6
50,0,38,3,3,7
50,0,28,1,1,6
0,0,51,4,3,1
25,0,65,4,3,9
0,1,47,3,3,8
31,1,29,2,3,6
50,0,36,3,3,5
40,0,36,3,3,6
15,0,67,3,3,8
50,1,61,2,3,7
25,0,22,3,2,5
0,0,68,4,3,9
0,0,35,2,2,5
50,1,39,1,1,6
0,1,52,1,1,6
0,0,32,4,3,7
25,0,37,1,3,7
50,0,69,2,2,7
10,0,57,4,3,9
60,0,30,2,3,4
50,1,37,3,2,7
50,1,52,3,3,6
25,1,56,2,2,6
40,0,49,4,3,9
0,0,68,1,4,6
10,0,43,2,3,7
50,1,59,3,3,5
0,0,36,3,4,4
40,1,39,2,3,9
40,1,58,2,2,5
30,1,68,2,3,7
50,1,19,1,1,6
30,1,54,3,2,6
50,1,53,3,2,8
20,1,41,4,3,8
0,0,38,4,3,8
55,0,35,1,3,6
0,0,61,2,3,5
0,0,42,2,2,8
0,0,29,2,3,11
0,1,33,3,1,6
50,1,26,1,1,5
2,0,54,4,3,6
50,1,52,1,4,5
50,0,70,1,3,4
0,1,75,3,3,8
50,0,35,2,3,5
50,0,41,4,3,6
0,1,70,4,3,11
50,1,64,2,3,4
50,1,40,3,2,8
50,1,29,3,1,6
10,1,59,1,2,6
0,0,25,3,3,7
5,0,32,2,4,3
50,0,35,2,3,8
0,1,68,4,2,8
0,0,47,1,1,6
25,0,50,3,3,6
70,1,70,2,4,6
50,1,37,2,2,6
35,0,43,4,3,9
20,0,28,3,2,5
20,1,47,3,3,6
50,0,53,3,2,6
0,1,47,5,4,6
20,1,39,2,1,6
0,1,39,2,2,9
0,0,48,3,2,6
60,0,32,1,4,7
50,0,33,2,1,6
0,1,40,1,2,11
70,0,64,2,2,3
0,1,47,2,3,6
0,1,37,1,2,9
0,0,39,1,3,1
40,1,35,2,3,6
0,0,27,4,2,3
50,0,45,2,2,6
0,0,43,2,2,6
30,1,74,4,3,9
0,0,36,3,3,5
5,0,52,1,2,6
0,0,33,2,3,7
50,0,24,4,3,6
40,0,62,2,3,3
0,0,41,2,3,6
20,1,29,2,2,5
50,0,39,3,2,5
0,0,35,3,3,7
0,0,50,1,1,11
0,0,22,3,1,6
0,0,47,2,3,4
0,1,43,4,3,4
5,0,34,3,3,6
90,1,68,1,4,8
2,1,47,3,3,6
5,1,58,4,4,9
35,1,34,2,3,9
1,1,36,3,4,10
10,0,41,3,3,7
40,0,37,3,2,4
0,0,72,4,4,11
5,0,42,3,2,6
10,1,29,1,2,8
30,0,45,3,2,8
50,0,29,2,2,6
20,1,35,3,3,7
50,1,59,3,3,9
50,0,25,2,1,6
0,1,34,2,1,5
50,0,22,4,2,8
0,0,48,2,3,9
30,0,64,2,3,7
70,1,68,1,4,5
20,0,40,4,3,5
10,0,34,1,4,6
20,0,26,4,3,8
0,0,25,3,3,6
0,0,28,1,3,5
50,1,29,3,2,7
0,0,22,1,1,1
0,1,29,1,2,6
50,1,30,3,3,6
50,1,34,3,3,6
50,0,39,2,3,5
30,1,64,3,2,6
0,1,56,3,3,6
5,1,45,2,2,9
0,0,26,3,2,6
0,1,54,3,2,6
50,1,58,1,3,6
30,0,53,1,3,11
50,1,70,3,4,8
25,0,34,1,3,9
50,1,53,2,4,2
50,0,51,4,4,6
50,1,70,1,4,5
50,1,22,1,3,6
80,0,35,3,3,8
10,0,42,2,3,6
20,0,19,3,2,6
0,0,72,4,3,8
40,0,44,3,2,6
10,1,74,1,4,3
90,0,57,3,3,4
70,1,36,2,3,5
50,1,24,4,1,6
0,0,54,4,3,8
10,0,43,2,2,5
50,1,29,2,2,1
0,0,47,1,1,11
25,0,64,3,2,8
0,0,20,3,3,6
50,1,27,4,3,6
0,1,52,3,2,1
50,1,30,3,1,5
10,1,35,2,3,6
0,1,56,3,2,7
50,1,42,3,2,11
50,1,45,2,2,8
40,1,23,3,1,7
40,0,32,3,3,9
10,0,66,4,4,9
20,1,58,1,2,8
50,0,45,2,2,8
25,0,48,4,3,6
75,1,63,2,4,5
50,1,50,1,3,6
10,1,69,3,3,8
100,0,47,1,4,1
0,0,37,2,4,11
0,1,73,1,3,11
0,1,69,1,4,2
0,0,43,3,1,6
50,0,19,3,2,6
80,1,31,1,4,11
5,1,37,3,3,5
1,0,52,4,2,11
45,1,48,2,3,5
1,0,48,3,4,2
0,1,62,4,4,9
10,1,70,3,3,7
50,0,62,4,3,7
20,1,64,1,3,11
50,1,32,2,1,6
0,0,54,4,3,11
40,1,39,3,2,6
0,0,31,2,3,8
0,1,31,3,3,9
0,0,18,3,3,7
0,0,35,3,3,5
50,0,38,1,3,4
0,0,25,3,2,7
2,0,48,3,1,4
0,0,39,4,3,4
50,1,48,4,2,6
0,0,26,4,4,11
50,1,27,3,1,6
50,0,29,2,3,6
0,1,23,3,2,1
50,1,40,1,3,6
50,1,36,3,3,4
0,1,55,5,4,10
10,0,18,2,4,9
80,1,51,1,4,3
20,0,51,1,3,6
50,1,45,3,1,6
0,0,53,4,4,6
50,1,51,2,3,5
0,1,47,2,3,6
0,0,63,3,2,10
0,1,30,4,2,9
50,1,28,2,1,6
75,0,43,1,3,4
50,1,57,2,3,7
40,1,48,2,2,7
5,0,31,2,2,4
3,0,51,1,4,1
40,1,62,4,3,8
50,0,38,2,3,6
50,1,67,1,3,7
60,0,67,2,4,4
10,1,43,2,3,7
97,0,19,1,4,2
60,1,42,1,2,7
50,1,25,1,1,7
0,0,36,4,4,11
1,1,44,3,3,6
0,0,22,1,4,9
0,1,59,4,2,8
75,0,64,1,4,3
0,1,29,3,3,3
50,1,38,3,1,6
50,0,49,1,3,6
50,1,27,2,1,7
20,1,50,2,3,9
50,1,46,2,2,6
10,0,24,3,3,5
25,0,50,3,4,1
30,1,51,3,3,7
0,0,39,3,1,6
0,0,47,2,4,9
50,1,39,2,2,5
50,0,66,1,4,1
50,0,47,1,2,7
20,1,40,2,2,8
0,1,44,2,2,6
10,0,50,2,4,3
0,0,36,1,3,5
50,0,48,3,2,6
50,0,61,2,2,6
0,1,32,1,3,5
0,0,28,1,3,1
35,0,44,3,2,8
50,1,39,2,1,6
30,0,34,1,2,4
40,0,61,2,3,6
75,1,31,2,3,7
50,1,29,3,3,5
2,0,27,4,1,7
40,0,67,2,3,7
40,1,52,2,2,8
0,0,66,3,3,6
0,1,22,4,3,7
0,0,24,3,2,5
0,1,62,5,4,9
0,0,70,2,4,4
50,1,28,2,2,6
60,0,30,2,3,4
0,1,45,3,4,6
50,1,29,3,2,6
40,0,65,3,3,6
50,0,34,2,2,4
55,0,52,2,2,6
0,0,47,4,3,8
0,0,36,2,3,1
0,0,34,2,2,6
10,0,38,3,3,9
50,1,26,2,2,8
10,0,44,2,3,8
0,0,30,3,2,2
0,0,51,2,3,9
10,1,67,3,3,6
50,0,46,1,3,5
60,1,38,1,2,5
0,1,29,1,4,6
0,0,47,3,3,9
0,0,46,3,3,4
1,0,29,4,3,10
0,0,49,3,4,9
10,0,61,4,3,8
10,0,27,3,3,6
70,0,57,1,4,6
25,0,32,2,2,7
0,0,41,5,4,10
0,0,50,1,3,7
0,0,68,4,4,7
50,0,25,1,3,4
50,1,58,2,3,6
0,0,26,3,2,1
50,1,30,3,2,6
0,0,60,2,4,9
50,1,41,1,2,11
50,1,68,3,3,7
50,0,30,3,2,8
0,0,66,4,3,8
20,0,38,2,2,7
0,0,46,1,4,6
15,1,68,2,3,3
50,1,33,3,2,6
25,1,60,4,3,7
50,1,33,2,2,6
0,1,44,3,2,6
0,1,27,1,3,6
0,0,26,2,3,5
0,0,50,2,3,7
0,0,44,3,2,11
0,1,69,3,3,6
25,1,29,1,1,6
1,0,51,1,1,5
50,1,40,3,2,6
30,1,63,3,3,6
50,1,62,3,2,6
50,1,45,4,3,5
50,0,43,4,3,6
30,0,48,3,3,7
0,1,49,4,3,9
70,0,65,1,3,1
0,0,26,4,3,8
50,1,47,2,2,10
10,1,56,4,3,8
50,1,33,2,2,9
0,1,70,3,3,6
50,1,40,3,1,6
0,0,25,1,1,11
30,1,37,3,2,6
10,0,40,4,3,7
0,0,38,2,2,7
0,1,62,1,2,3
20,0,54,1,1,11
50,0,50,4,3,7
20,1,27,3,3,5
0,1,29,1,1,1
50,0,26,3,1,6
50,0,49,4,3,8
0,1,35,2,2,6
0,1,57,5,4,9
50,0,40,3,3,6
50,1,48,1,1,10
0,0,39,1,3,4
0,1,70,4,4,9
0,0,39,4,3,5
50,1,48,2,3,5
50,1,23,1,3,7
50,0,28,2,1,6
0,0,46,2,2,7
50,1,43,3,2,9
50,1,48,2,3,7
