fem,age,educ,inc,child,youtube,diver1,diver2,diver3,diver4,diver5
0,78,5,8,3,2,5,5,5,5,5
0,39,2,8,1,3,4,4,4,4,5
0,50,5,13,2,4,3,3,4,3,3
1,54,5,7,1,1,4,4,4,3,4
0,44,6,10,2,3,3,4,3,4,3
1,28,5,1,2,5,2,4,4,2,4
1,43,2,1,2,4,2,4,4,3,4
1,63,4,3,2,2,5,3,3,4,4
0,38,5,12,1,5,3,4,4,3,3
1,36,3,7,2,3,4,5,5,4,4
0,53,5,10,1,3,4,4,4,3,4
1,41,5,8,2,3,4,3,5,3,4
0,45,5,11,1,3,1,5,1,1,1
1,65,2,1,2,2,3,3,3,3,4
1,44,4,8,2,2,4,4,4,3,4
0,27,2,9,2,4,1,3,3,3,3
1,54,4,4,3,1,4,4,3,5,4
1,54,2,NA,3,1,3,4,4,3,4
0,54,5,13,2,3,4,4,4,4,4
0,65,5,9,2,1,2,3,4,2,2
0,58,2,13,2,2,3,4,4,3,4
1,46,2,1,1,3,5,5,5,4,4
0,55,5,NA,3,5,2,4,4,4,2
1,49,2,6,2,2,4,4,4,4,4
1,27,5,9,1,6,5,5,5,5,4
1,40,1,1,1,7,2,4,4,3,3
0,54,5,10,2,4,4,4,4,3,4
1,58,5,4,3,1,4,4,4,4,4
1,43,5,10,1,6,4,5,5,5,2
1,48,2,7,1,5,4,5,4,4,3
0,42,2,7,1,3,3,4,4,4,4
1,29,5,7,1,6,3,4,4,3,4
0,62,3,7,2,1,3,3,3,3,3
0,27,6,NA,1,6,3,2,4,4,2
0,38,3,10,2,3,4,5,4,5,4
0,66,3,7,2,2,3,4,4,4,4
0,77,2,3,3,7,4,4,3,4,4
1,36,5,1,2,4,4,3,4,4,4
0,19,2,2,1,5,3,4,4,3,4
1,73,2,6,1,1,3,4,4,3,3
1,45,5,8,2,4,3,4,4,3,3
0,50,5,NA,3,2,3,3,3,3,3
1,52,2,6,3,2,4,4,4,4,4
0,63,2,NA,1,4,3,3,3,4,3
1,29,5,7,2,5,4,4,4,2,2
0,56,2,8,3,5,3,3,3,3,3
0,50,2,10,2,2,4,4,4,4,5
0,23,5,8,1,6,5,5,5,4,4
0,37,5,9,1,3,3,4,4,4,3
0,21,2,NA,1,3,4,4,3,3,3
1,23,5,2,1,2,4,4,4,4,4
0,54,5,16,2,2,3,4,4,4,4
0,38,5,10,2,3,3,4,4,3,3
0,52,5,15,2,4,4,4,5,4,4
1,51,5,1,1,3,4,4,4,4,3
1,53,2,1,2,4,4,3,4,3,4
1,30,2,1,1,3,2,4,5,4,2
0,76,5,6,2,2,2,4,4,3,4
0,34,5,11,2,5,5,5,5,5,4
0,73,2,12,3,3,3,2,2,2,3
1,65,2,2,1,1,3,3,3,3,3
1,35,4,1,2,2,4,4,4,4,4
1,70,2,3,3,2,2,2,4,2,3
0,27,2,8,1,4,4,4,5,4,3
1,48,2,NA,2,2,3,4,4,3,4
0,59,2,8,1,1,2,3,4,2,2
1,55,2,8,2,6,4,3,3,4,3
0,54,2,NA,1,3,3,4,4,3,3
0,47,2,9,2,1,3,3,3,3,4
1,43,2,7,1,1,3,4,4,3,3
0,36,5,9,3,3,5,5,5,2,4
1,75,4,10,3,2,4,3,4,3,4
1,59,3,1,3,7,3,3,4,3,4
1,34,1,3,2,6,3,2,3,2,3
0,48,2,10,1,2,3,3,3,3,4
0,27,4,6,2,4,3,4,3,3,3
1,21,2,NA,1,2,4,4,3,3,4
1,53,5,9,3,5,2,4,4,2,3
0,39,5,11,2,2,3,3,4,3,3
0,55,2,10,2,3,1,4,2,3,2
0,48,2,9,1,3,3,4,4,3,4
0,61,5,4,3,4,4,4,4,4,4
0,38,5,13,2,6,3,4,3,4,3
0,31,2,6,1,4,3,3,3,3,3
0,53,2,NA,2,3,3,3,3,3,4
0,59,6,13,2,1,2,4,4,2,3
0,52,2,12,3,4,3,4,4,4,4
0,63,5,6,3,3,2,4,3,3,4
0,59,5,14,3,1,4,4,4,4,4
0,72,5,6,3,1,3,3,3,3,3
1,42,2,3,2,2,3,3,2,2,2
1,42,5,7,2,1,3,3,3,3,3
0,56,5,NA,2,2,1,2,3,1,4
0,43,4,2,1,5,5,5,3,5,5
0,28,5,9,1,4,3,1,2,2,2
0,58,2,NA,2,2,3,4,4,3,4
0,23,5,7,1,2,3,3,3,2,2
1,75,NA,3,2,1,3,2,2,3,3
0,48,4,9,2,5,3,3,3,3,3
1,29,4,7,1,3,4,4,2,3,2
0,56,5,12,1,6,4,4,4,4,4
0,18,2,2,1,6,4,3,4,4,4
0,43,6,NA,2,2,3,4,4,4,4
1,49,2,3,2,2,3,3,3,3,3
0,39,5,13,2,3,4,4,4,4,4
0,65,3,NA,2,2,4,4,4,4,4
1,31,5,8,2,6,4,4,4,4,4
0,78,5,7,3,3,3,5,5,5,5
1,63,4,2,3,1,4,4,4,4,4
1,73,4,6,3,1,4,4,4,4,4
0,63,2,10,3,2,5,5,4,3,4
1,52,4,2,2,1,4,5,4,4,4
0,72,5,6,3,2,4,4,4,4,4
1,31,5,7,1,4,4,4,4,4,4
1,57,4,1,2,2,3,3,2,2,4
1,66,4,2,3,5,5,3,4,3,4
0,25,2,9,1,5,3,4,3,4,4
0,54,5,10,2,5,4,4,4,3,4
1,43,2,6,2,2,4,4,4,4,4
0,71,2,7,2,3,4,4,4,3,4
1,64,4,2,3,5,4,4,4,3,5
1,61,2,7,2,2,4,4,5,4,4
0,69,5,6,2,2,4,4,4,3,3
0,49,2,9,1,1,4,4,4,3,4
0,45,2,NA,1,4,3,5,4,4,4
0,29,5,9,1,6,4,4,4,4,4
1,60,2,3,2,3,4,4,4,3,4
0,25,5,7,1,3,4,2,5,4,5
1,61,5,6,2,2,3,4,3,4,3
1,52,3,1,1,5,2,4,2,3,4
1,79,5,2,3,2,3,4,4,2,2
0,58,2,NA,2,2,2,4,4,4,2
0,65,4,5,2,1,4,3,4,4,4
0,57,5,14,2,1,4,4,2,5,4
0,43,2,12,1,4,5,4,3,4,3
1,69,2,7,2,3,3,4,3,3,4
1,37,NA,7,2,2,3,3,3,3,4
1,31,5,8,1,3,3,3,3,3,3
0,67,5,8,2,2,3,3,4,3,4
1,39,6,12,2,5,4,4,4,4,4
1,75,4,6,2,1,5,4,3,4,4
1,55,2,7,1,2,4,4,4,4,3
1,39,5,8,2,3,4,4,4,3,4
1,77,2,NA,3,3,2,3,4,3,3
0,58,5,13,2,1,3,3,3,3,3
0,76,2,NA,3,4,3,4,4,3,3
0,49,6,19,1,4,3,5,5,5,2
1,48,5,1,2,5,3,4,4,4,3
1,75,5,6,3,2,4,4,4,4,4
0,46,1,NA,2,4,3,3,4,3,4
1,57,2,1,1,2,1,1,1,1,1
1,54,2,1,1,7,4,4,4,3,4
0,22,5,3,1,3,2,4,1,2,2
0,44,5,11,2,3,4,4,4,4,4
0,59,5,9,2,2,5,5,5,5,4
1,75,2,6,1,2,4,4,4,4,4
0,21,5,3,1,5,4,3,3,2,3
1,44,5,6,1,2,3,3,4,4,3
0,20,5,3,1,5,4,4,4,4,4
1,29,5,9,1,2,2,4,4,3,4
0,45,5,10,1,4,3,4,4,3,4
0,53,2,10,1,3,4,4,5,4,4
1,32,5,1,1,5,5,4,5,3,3
1,40,5,8,2,2,4,2,4,5,3
0,26,5,9,1,3,4,2,3,2,3
0,35,6,8,2,2,4,4,4,4,3
0,24,5,7,1,5,3,2,2,3,4
1,70,3,3,2,2,4,4,4,4,4
0,79,2,7,2,3,2,3,4,2,4
0,74,1,4,3,3,3,2,3,1,3
0,71,6,6,3,4,2,5,5,4,5
1,45,2,NA,2,4,3,3,4,3,4
1,40,5,NA,2,3,2,2,4,2,5
0,47,2,8,3,5,4,4,4,4,3
0,75,5,5,3,3,2,3,2,2,3
0,50,3,13,2,4,3,3,3,3,3
1,37,5,8,2,1,5,4,4,4,3
1,55,5,1,2,2,4,4,4,4,4
1,70,4,4,3,2,4,4,4,4,4
1,32,4,7,2,2,4,4,4,3,3
1,27,5,8,1,5,4,4,4,4,4
0,25,5,9,1,4,4,4,4,4,4
0,60,5,17,3,2,3,4,4,3,4
1,50,2,1,2,1,1,3,3,2,3
0,62,5,13,3,1,4,4,4,4,4
1,47,3,NA,2,4,4,4,3,4,4
1,39,5,7,1,6,3,4,4,3,2
1,23,1,2,1,6,2,3,3,2,4
0,25,5,7,1,6,4,4,3,4,4
1,72,5,6,3,2,3,3,4,3,3
1,61,5,NA,2,2,4,4,4,4,4
1,49,2,2,2,2,3,4,3,3,3
0,61,5,NA,2,2,3,4,4,3,4
1,51,2,6,2,1,2,2,3,2,3
0,52,5,9,2,2,3,4,3,3,3
1,74,2,3,3,4,3,4,4,3,4
0,46,5,9,1,5,1,3,3,1,3
0,37,2,13,2,2,5,4,3,4,4
0,72,5,7,2,1,1,4,4,3,2
0,74,5,3,3,1,3,4,4,2,3
1,59,2,6,1,2,1,4,1,5,5
1,54,4,2,2,2,2,3,4,3,4
0,71,5,4,3,3,3,3,4,4,4
0,73,5,7,3,1,2,4,4,3,3
0,30,5,11,2,4,2,4,4,4,5
1,71,2,3,3,1,3,3,3,3,3
1,67,2,3,2,2,4,4,4,3,3
0,35,5,8,1,6,4,4,4,4,4
0,51,4,10,2,3,4,4,4,3,4
0,55,2,NA,3,2,2,3,3,3,4
0,57,1,NA,3,2,4,4,4,4,4
1,55,2,12,1,2,3,4,3,3,4
0,26,6,NA,1,4,4,4,4,4,3
1,26,4,9,1,4,4,5,5,5,5
0,22,5,4,1,4,3,3,2,3,3
1,46,5,7,1,4,5,1,5,5,5
1,60,2,1,2,2,3,4,4,3,4
0,69,6,14,2,5,3,4,3,2,2
0,53,2,12,3,1,5,5,5,5,5
1,41,2,4,2,1,3,4,4,5,5
1,71,2,3,3,3,3,3,4,3,4
0,55,5,10,3,3,4,4,4,4,3
1,36,5,3,2,3,4,4,4,4,4
0,29,2,7,1,5,4,4,4,4,4
1,30,5,10,1,5,2,3,3,3,3
0,48,2,NA,1,3,4,3,4,4,3
1,29,2,8,1,4,3,3,3,3,3
0,23,5,4,1,5,4,4,4,4,4
0,50,5,11,2,4,4,3,4,3,3
1,29,5,3,1,7,4,4,4,4,3
0,61,5,13,2,1,3,3,3,3,3
0,77,5,9,3,2,3,4,4,3,4
0,38,2,10,2,3,4,4,4,4,3
0,54,5,NA,2,2,4,3,3,4,3
0,71,5,13,2,2,3,3,4,4,4
1,78,2,5,3,2,2,3,3,3,4
1,47,5,NA,2,4,5,5,5,5,5
1,66,2,NA,3,1,3,3,3,3,4
1,73,4,4,3,2,3,4,5,2,3
0,49,5,3,1,2,4,4,3,4,5
0,31,5,12,2,3,4,2,3,3,3
1,54,2,5,3,3,2,3,3,3,3
0,24,5,8,1,5,4,4,4,4,4
1,27,5,9,2,7,1,2,3,3,4
1,70,2,1,3,4,4,4,3,3,3
0,65,5,6,3,4,4,4,4,3,4
1,30,5,9,2,2,4,4,4,4,4
0,35,5,8,1,2,3,3,3,3,3
1,29,5,6,1,3,4,4,4,4,4
1,72,2,6,3,6,3,4,4,4,4
1,27,4,7,1,5,2,4,2,3,3
0,64,3,7,3,1,4,4,4,4,2
0,28,5,NA,1,1,3,3,4,1,3
1,43,5,NA,1,2,3,3,4,3,3
1,53,2,6,2,1,4,4,4,4,4
1,75,4,4,3,2,4,4,4,4,4
1,22,2,3,1,4,4,5,4,4,5
1,27,4,3,2,4,1,2,1,1,1
0,44,5,8,1,4,4,4,5,3,3
1,41,5,6,2,4,3,4,4,3,3
1,49,5,2,1,2,3,4,2,3,3
0,33,1,9,1,2,2,4,2,3,3
0,41,3,8,1,4,1,3,3,2,4
0,51,2,8,2,4,4,5,4,4,4
0,54,2,9,3,4,3,4,4,3,4
0,64,5,9,3,2,4,4,4,4,3
1,30,5,NA,1,1,3,3,3,3,3
1,51,5,1,1,2,4,4,5,4,5
0,71,2,4,2,3,3,3,3,3,3
0,22,5,2,1,4,5,5,5,5,5
0,68,5,8,3,4,3,4,4,4,4
0,59,5,6,1,5,2,3,4,3,4
0,43,5,10,1,6,3,3,3,3,4
1,73,2,3,1,3,3,3,4,3,3
1,76,4,3,3,4,4,4,4,3,4
1,56,2,NA,2,2,3,3,3,3,3
0,55,2,15,2,5,5,4,4,5,4
0,68,5,6,3,2,4,4,4,4,4
1,42,5,1,2,3,4,5,5,4,5
1,49,5,NA,1,5,4,4,5,4,3
1,48,4,9,2,5,4,4,4,4,4
0,55,2,8,2,3,3,3,3,3,3
1,39,2,2,1,1,4,4,4,3,4
0,69,5,9,3,3,4,4,5,4,4
0,71,5,1,3,2,4,4,4,4,4
1,36,NA,NA,1,7,4,5,4,4,3
0,52,2,9,2,4,4,4,4,3,4
1,60,4,9,3,2,4,5,5,4,4
0,27,2,7,1,2,3,2,3,3,2
1,49,5,NA,2,3,3,5,5,3,2
0,37,5,10,1,6,4,4,4,4,4
0,76,2,6,3,2,4,3,4,2,4
1,65,2,NA,3,1,4,4,4,4,4
0,65,2,14,3,3,4,4,4,4,4
1,61,2,NA,1,4,3,4,4,4,3
1,47,4,1,2,1,3,4,4,3,3
0,21,5,2,1,5,4,5,5,4,4
0,68,5,4,2,2,3,4,4,3,4
1,72,5,6,3,2,3,4,4,3,2
0,46,5,11,1,3,3,3,3,3,3
0,55,3,14,2,2,4,5,5,4,5
1,51,2,NA,1,3,3,4,4,2,4
0,74,NA,10,3,2,5,4,4,5,4
1,50,5,8,1,3,3,3,3,3,3
1,69,4,2,3,1,3,3,3,3,3
1,51,2,NA,1,5,4,4,4,4,3
0,20,5,3,1,5,4,4,4,4,4
1,43,2,1,2,4,3,4,4,3,4
1,61,5,1,1,2,3,3,4,3,5
0,76,5,8,3,1,4,4,5,4,4
0,38,2,2,1,6,5,3,4,2,2
0,52,5,1,1,7,2,3,2,3,3
0,36,5,NA,1,2,4,4,4,3,4
1,55,4,1,1,1,3,4,4,3,3
1,36,2,1,2,4,4,3,4,4,4
0,73,5,9,3,2,3,3,3,3,4
1,42,6,10,1,5,4,5,5,5,4
1,44,5,3,2,2,4,4,3,3,3
0,22,5,2,1,3,3,4,4,4,4
1,72,4,2,2,5,4,3,4,4,4
0,75,5,6,3,5,4,4,4,4,5
0,49,2,6,1,5,3,4,4,3,3
0,71,5,7,2,3,3,4,4,3,3
0,49,2,11,3,3,4,4,4,4,4
0,44,6,14,2,2,3,2,2,3,2
1,46,5,NA,1,2,5,5,5,3,5
0,29,5,11,1,2,4,4,4,3,3
1,72,2,2,3,1,4,4,4,3,3
1,71,5,NA,2,1,4,4,4,4,4
0,45,5,11,3,4,2,2,3,1,3
0,61,5,19,2,5,3,4,4,4,4
0,35,6,13,2,4,4,4,4,4,4
0,70,2,6,1,3,4,4,5,4,5
0,71,5,NA,3,2,2,4,3,2,2
1,20,5,3,1,2,2,4,4,2,2
1,42,2,8,2,5,4,4,4,4,4
0,56,2,7,1,4,1,1,1,1,1
1,32,5,6,1,3,3,4,4,4,4
0,53,4,9,1,3,3,4,3,3,3
1,28,2,8,1,6,5,4,4,4,5
0,66,2,9,1,2,4,5,5,4,5
1,22,5,2,1,6,5,5,5,5,5
0,44,5,11,2,5,4,4,5,4,4
0,73,3,4,2,4,2,4,3,2,3
1,49,5,7,2,3,4,4,4,4,4
0,27,5,8,1,7,4,4,4,4,4
1,39,5,6,1,3,2,4,2,2,4
0,57,2,8,2,2,2,4,4,2,3
0,41,5,12,2,5,5,5,5,5,5
1,53,4,NA,3,1,4,4,4,4,4
1,48,2,4,2,5,4,5,5,4,3
1,60,NA,4,3,1,3,3,4,4,4
1,55,2,3,2,1,3,3,4,2,4
1,22,5,3,1,6,5,4,3,4,5
0,72,2,8,1,2,4,4,4,4,4
1,58,2,1,1,1,3,5,4,4,4
1,67,4,NA,3,6,2,4,4,2,3
0,56,2,2,1,2,3,3,4,3,3
0,61,3,NA,1,2,4,4,4,4,4
0,61,5,4,3,2,3,3,3,3,3
0,56,2,NA,1,3,4,4,4,4,4
1,69,4,2,3,1,2,2,2,2,2
1,58,2,7,1,5,3,3,4,3,3
1,42,NA,NA,2,6,3,3,4,3,2
0,72,2,19,2,1,4,4,4,4,4
1,59,2,4,1,2,3,4,4,2,4
0,64,2,6,3,2,2,4,4,4,2
1,52,2,2,1,3,3,4,3,3,4
1,46,5,1,2,4,3,3,3,3,3
1,53,2,NA,2,1,3,3,5,3,4
0,76,5,9,3,1,3,3,3,3,3
0,37,6,13,1,4,4,4,4,4,3
1,58,5,1,2,7,2,3,4,3,3
1,27,5,9,1,2,2,3,3,4,3
1,30,4,3,1,5,3,4,3,3,3
0,75,5,6,3,2,3,4,4,4,4
1,21,5,3,1,5,3,4,4,4,3
1,28,2,4,2,1,3,4,5,4,3
0,39,6,10,1,6,4,5,5,4,3
1,55,5,4,1,1,4,4,4,3,3
0,38,6,13,2,4,3,4,4,3,4
0,51,2,NA,1,6,3,3,3,3,3
1,74,2,4,3,2,3,4,4,3,2
1,74,5,NA,3,2,4,4,4,3,5
1,79,2,1,3,1,3,4,4,4,4
1,27,5,NA,1,3,3,4,4,4,3
1,71,NA,4,3,4,3,4,4,3,3
0,54,5,11,2,1,3,4,4,3,4
1,45,4,9,1,4,5,4,5,4,5
1,41,5,NA,2,3,5,5,5,5,5
1,55,2,4,2,1,4,4,4,4,4
1,49,4,6,1,3,4,4,4,3,5
0,74,5,6,1,3,3,4,4,4,4
1,47,NA,NA,1,3,3,3,3,3,3
0,45,5,15,2,2,3,4,4,4,4
0,67,2,6,3,2,3,3,4,3,3
1,26,5,4,1,5,4,4,4,4,4
0,49,2,9,2,1,3,4,3,3,3
1,37,4,6,1,3,5,5,5,5,3
1,46,4,2,1,2,2,4,4,4,2
1,73,4,6,3,5,3,3,3,2,4
0,27,2,9,1,3,2,3,4,1,5
1,60,3,NA,3,1,1,2,2,1,1
1,33,NA,NA,1,4,4,4,4,4,4
1,46,2,1,2,2,3,4,3,3,3
1,70,1,6,3,2,5,4,5,3,3
0,49,5,7,2,5,4,5,5,4,4
0,50,2,3,1,4,4,4,4,4,4
0,61,2,9,1,3,4,4,4,5,5
0,52,6,19,2,4,4,4,4,3,4
1,54,5,3,2,5,4,4,4,3,3
1,74,4,6,1,1,3,3,4,3,4
0,62,5,NA,1,1,4,2,4,1,2
0,40,2,3,1,5,4,4,4,4,4
1,44,2,7,1,1,4,4,5,4,4
1,66,2,6,2,2,2,2,2,2,4
1,55,2,8,3,1,3,3,4,3,3
0,76,5,NA,2,2,4,4,4,4,4
0,75,2,8,1,2,3,4,4,3,4
1,56,4,1,2,2,4,4,4,3,4
1,43,6,6,2,2,2,4,4,2,4
0,61,5,NA,1,3,4,4,4,3,4
1,39,5,7,1,3,3,4,4,3,4
1,26,5,2,2,1,4,5,5,4,4
0,79,2,6,2,2,2,2,2,2,4
0,39,1,12,1,7,1,1,1,1,1
1,25,5,1,1,1,2,4,4,3,4
0,57,2,NA,1,4,5,5,5,4,4
0,79,2,6,3,2,3,3,4,3,3
0,35,5,7,1,5,1,2,2,2,2
1,59,4,9,1,2,4,4,4,3,3
0,69,5,NA,2,1,4,4,4,4,4
1,40,2,1,1,2,1,5,5,4,1
1,75,2,2,2,1,4,3,4,4,3
0,30,5,NA,1,2,3,4,2,2,3
0,54,5,10,1,2,5,4,5,4,4
1,38,1,8,1,7,4,4,4,4,4
1,54,3,6,2,3,3,3,3,3,4
0,45,5,10,2,2,5,5,5,4,4
0,39,5,12,2,5,4,4,4,4,4
1,71,2,3,1,1,5,4,4,4,5
1,40,5,9,1,2,3,4,4,4,3
1,70,4,NA,2,2,3,3,4,2,4
1,71,5,NA,1,3,3,4,3,2,3
1,54,4,1,1,5,3,3,3,3,3
1,29,3,7,1,1,2,4,2,4,4
1,52,2,3,2,4,4,4,4,4,3
1,46,2,4,1,4,3,3,3,3,3
0,51,1,8,1,4,3,4,3,3,4
0,57,2,NA,2,2,4,4,4,3,4
1,66,2,6,3,2,3,3,3,3,3
1,79,2,6,3,2,3,4,4,3,3
1,63,2,3,1,2,2,4,4,3,3
1,59,3,7,1,2,3,5,5,4,5
1,53,2,1,2,5,3,4,4,2,3
0,66,5,7,3,4,2,3,3,4,2
0,30,2,6,1,5,4,4,4,4,4
0,50,5,12,2,3,4,4,4,4,4
0,62,5,8,2,4,4,4,4,4,4
0,35,2,10,2,6,3,4,3,3,3
0,32,6,1,1,3,5,5,5,5,5
0,55,5,15,2,1,4,4,4,4,4
0,64,2,9,2,2,3,4,4,1,4
1,70,2,NA,3,3,3,4,4,3,3
1,60,2,3,1,4,3,4,3,4,4
1,27,2,1,2,3,4,4,4,4,4
0,72,2,8,3,1,3,4,4,3,4
1,56,2,1,1,4,3,4,4,3,4
1,76,2,4,3,1,3,3,4,3,3
1,38,5,8,1,7,5,5,4,5,4
1,77,2,3,3,6,4,4,4,2,2
1,26,4,1,2,2,3,2,3,3,2
1,32,2,6,2,6,2,4,4,4,2
0,50,5,11,3,7,3,3,1,1,5
1,24,5,8,1,2,2,2,3,2,3
0,37,2,9,1,4,5,4,4,5,5
1,27,5,9,2,4,5,5,5,5,4
1,41,3,1,2,4,2,2,2,1,5
1,47,5,7,2,1,3,3,4,4,4
1,68,5,7,1,3,2,4,4,3,3
0,48,3,11,2,5,3,2,3,3,3
1,70,5,6,3,3,3,4,4,2,2
0,54,6,10,2,2,3,2,4,3,5
1,46,2,NA,1,2,3,3,3,3,2
1,64,3,3,3,6,3,4,4,4,4
0,56,4,NA,1,2,3,4,4,3,3
0,28,5,9,1,4,4,4,4,4,4
1,63,5,1,3,1,3,4,5,3,4
1,59,6,11,1,2,2,4,4,3,3
1,69,3,3,3,1,3,3,3,3,3
1,38,5,9,1,4,3,3,4,3,5
1,73,2,3,2,2,3,4,4,4,4
0,61,4,10,1,6,3,4,3,4,4
1,28,5,8,1,2,4,4,4,3,4
1,49,2,6,2,4,4,4,4,4,4
1,43,2,8,3,1,1,3,5,3,3
1,27,5,8,1,2,2,2,2,4,2
0,74,2,11,3,2,3,4,4,3,3
1,78,2,3,3,2,3,4,4,3,4
1,35,6,9,2,4,4,5,5,4,4
0,79,2,NA,3,2,2,3,4,2,2
1,59,5,9,3,3,2,3,2,2,3
1,53,4,4,2,4,3,4,4,4,4
0,21,5,2,1,5,5,4,3,4,3
1,60,2,6,3,1,2,4,2,2,4
1,43,5,5,1,1,3,4,4,2,4
0,59,5,9,1,5,4,4,3,4,4
1,77,5,7,3,1,4,4,5,4,4
1,76,2,2,2,1,4,3,4,3,4
0,36,5,13,2,4,4,4,5,4,5
0,79,5,7,3,3,2,2,4,1,3
1,27,5,NA,2,2,3,3,3,3,4
1,66,2,3,2,1,4,4,3,3,4
1,27,5,8,1,3,4,4,4,1,3
1,48,4,7,2,1,3,3,3,2,4
1,39,2,6,2,2,3,4,4,4,4
0,22,5,3,1,2,4,4,4,4,4
0,46,5,7,2,5,4,4,4,4,4
1,59,4,6,1,4,3,4,5,4,4
0,72,5,7,3,2,3,3,3,3,3
