fem,age,educ,inc,child,youtube,diver1,diver2,diver3,diver4,diver5
1,59,4,9,1,2,2,3,3,2,4
0,70,5,6,3,3,3,3,3,3,3
1,51,4,1,2,2,3,4,4,2,3
1,38,4,8,2,2,4,4,4,4,4
0,37,6,14,2,5,5,4,5,3,4
1,50,5,NA,3,1,1,3,3,1,3
0,59,1,5,1,5,3,3,3,3,3
1,79,5,13,3,4,3,3,5,4,4
1,25,4,2,1,1,3,4,4,2,4
1,30,5,10,1,2,4,4,4,4,4
0,73,5,8,3,1,3,4,4,4,2
1,77,4,7,3,2,5,5,4,4,5
0,77,5,6,2,2,3,5,3,2,4
1,45,5,7,2,2,3,4,4,3,3
0,66,2,2,3,4,2,4,4,3,2
1,46,2,NA,1,3,3,3,3,3,4
0,71,5,7,2,2,3,3,3,3,3
1,25,2,7,1,1,4,5,4,5,4
1,69,5,5,2,2,2,4,4,4,3
1,49,4,1,1,3,1,3,3,2,3
1,54,5,NA,2,2,3,4,4,4,4
1,73,5,3,3,4,3,4,4,4,4
1,37,5,7,2,4,3,4,4,3,3
0,45,1,3,1,6,2,4,4,3,2
1,27,5,7,1,3,2,2,4,3,4
1,38,5,2,2,1,3,4,4,3,4
0,33,5,9,1,5,2,4,4,3,3
0,36,1,7,1,4,3,4,4,3,3
1,32,5,4,1,5,5,5,5,5,4
0,43,1,8,3,2,4,2,4,4,4
1,45,2,4,1,2,2,2,3,2,4
1,64,2,3,2,2,2,4,4,2,4
1,74,2,2,2,1,3,2,3,2,3
1,73,2,1,2,5,3,3,4,3,4
0,74,2,7,3,1,3,3,2,3,3
1,32,5,7,1,2,3,4,3,3,4
1,49,2,4,1,1,3,4,4,2,4
0,77,5,7,3,2,4,4,4,4,4
1,61,4,1,2,2,4,4,4,4,4
1,40,4,1,2,1,4,4,4,3,4
1,26,5,6,1,3,4,5,5,3,3
1,51,4,NA,2,4,2,4,4,2,2
0,59,NA,NA,1,2,3,2,2,2,3
0,20,5,1,1,2,3,4,5,5,5
1,48,2,7,1,4,4,4,3,3,4
1,71,3,5,3,3,3,3,4,2,3
0,40,5,11,2,3,4,3,4,4,3
1,50,5,3,3,2,3,4,5,4,4
1,52,2,NA,1,4,2,4,4,2,3
1,58,5,2,3,1,3,4,4,3,4
0,49,5,1,1,2,4,4,4,4,4
1,28,5,8,1,5,4,4,4,4,4
0,39,5,11,1,3,4,4,4,5,4
1,76,2,3,3,2,2,3,3,2,4
1,54,4,NA,1,4,4,3,3,3,3
0,48,2,NA,2,4,4,3,4,3,2
0,25,5,6,1,4,3,3,3,3,3
1,62,5,6,3,5,3,4,4,5,4
1,33,3,1,2,2,5,5,5,4,4
1,41,3,NA,1,2,3,2,2,3,3
1,51,2,4,2,4,1,1,2,1,2
1,40,5,3,1,1,3,4,4,3,3
1,75,2,3,3,1,2,3,3,2,3
0,44,5,8,2,5,2,2,4,2,4
0,61,2,9,3,2,2,3,3,2,3
1,56,4,4,3,2,2,4,5,2,2
1,37,4,6,2,3,4,1,4,2,4
0,72,2,6,2,1,4,4,4,3,4
0,33,6,12,2,4,3,4,4,4,3
1,56,2,2,1,4,4,4,4,2,4
0,62,6,10,2,1,3,3,4,3,3
0,72,2,19,3,2,3,3,4,3,4
1,71,2,5,3,2,3,4,4,3,4
0,72,5,6,3,2,4,4,4,3,4
1,76,4,4,2,2,3,4,4,3,4
1,43,5,1,2,2,2,4,4,3,3
1,44,5,NA,1,3,2,4,4,1,1
1,69,2,4,3,3,3,4,4,3,4
1,58,5,7,2,1,3,3,4,2,3
0,52,2,9,2,2,4,4,4,3,4
1,39,2,1,2,1,3,3,3,3,3
1,41,4,2,2,4,1,3,3,2,3
1,57,1,1,3,2,4,4,4,4,4
1,70,4,NA,3,1,3,3,3,3,4
1,66,5,NA,3,2,4,4,4,4,4
1,46,2,8,2,1,3,3,3,3,3
1,52,4,7,2,1,1,2,4,2,2
1,29,5,7,1,3,4,4,4,4,4
1,64,2,4,3,2,4,4,4,4,4
1,71,2,3,3,4,4,4,4,4,4
1,74,4,3,1,2,3,3,3,3,3
1,62,5,NA,2,2,3,3,3,3,3
1,24,5,7,1,2,4,3,3,4,4
1,35,5,NA,1,1,2,3,3,3,2
0,29,5,8,1,6,3,3,3,3,3
0,25,5,8,1,4,5,4,5,5,5
0,36,5,8,1,6,2,4,4,3,4
1,75,2,3,3,2,3,3,4,3,4
1,78,4,NA,1,1,3,3,3,4,3
1,58,2,7,3,3,3,3,3,3,3
1,63,3,1,2,1,3,3,5,3,3
1,30,4,1,2,1,2,3,2,1,3
0,69,5,6,2,4,4,3,3,3,4
1,50,5,13,1,2,4,4,4,4,4
1,28,5,9,2,3,3,3,4,3,3
1,50,3,9,3,1,3,2,3,3,4
1,31,2,7,1,4,4,2,3,2,3
1,33,5,8,1,3,4,3,4,2,4
0,42,5,2,1,5,2,3,4,3,3
0,38,5,13,1,4,2,2,4,4,4
1,53,4,NA,1,2,4,4,4,4,4
0,42,5,11,2,2,4,4,4,4,4
0,39,2,12,1,5,4,5,4,4,3
1,32,2,3,1,1,3,3,3,3,3
1,34,5,7,1,4,4,4,4,4,4
1,61,4,3,3,1,3,4,4,3,4
0,46,1,10,1,3,4,4,4,4,3
0,33,2,9,2,1,3,3,3,2,3
1,34,2,6,1,2,3,3,3,3,3
1,25,2,NA,1,4,4,4,4,4,4
1,38,1,1,1,1,3,3,4,2,3
0,72,6,9,3,1,3,3,3,3,4
1,60,5,2,2,3,4,4,5,4,4
0,49,5,13,2,2,4,4,4,4,3
0,49,2,10,1,4,3,4,4,4,4
1,24,5,NA,1,4,3,3,2,3,3
0,63,5,8,3,5,4,4,4,4,3
1,53,4,NA,1,1,2,1,3,2,4
1,66,2,6,3,3,3,4,4,3,5
1,47,2,NA,1,3,3,4,4,3,4
1,38,5,1,1,2,3,4,5,4,2
1,43,5,3,2,1,4,4,4,4,3
0,46,5,9,1,4,2,2,2,2,4
0,29,2,8,1,3,3,4,4,3,4
0,48,2,7,1,2,2,4,4,4,3
0,22,3,2,1,6,3,4,4,2,4
1,67,2,5,2,2,2,3,2,3,3
1,41,2,7,2,4,4,4,4,4,4
0,65,5,NA,3,1,3,3,3,3,3
1,76,2,3,3,3,4,4,5,4,4
0,56,5,12,2,3,4,4,4,4,4
0,27,5,2,1,5,2,2,4,2,4
1,74,4,13,3,2,4,4,3,3,4
1,37,5,NA,1,3,3,4,4,3,3
1,70,2,3,3,2,1,2,2,1,4
1,74,2,3,3,2,2,3,4,2,5
0,66,5,9,1,1,4,4,4,4,5
0,48,5,1,1,1,3,4,4,3,5
0,37,5,NA,1,2,3,3,1,3,3
0,78,2,12,3,3,3,4,5,3,3
1,25,2,14,1,4,4,4,4,4,3
1,73,2,NA,2,5,3,3,3,3,3
1,70,5,12,2,6,3,3,4,3,4
0,34,5,8,1,2,2,3,3,2,3
1,67,2,3,3,2,3,3,4,2,4
1,49,6,7,1,5,4,4,3,3,4
0,62,5,14,1,4,2,3,3,2,2
1,70,2,NA,3,2,3,4,4,3,3
0,32,2,1,1,5,3,3,3,2,2
1,45,2,1,1,2,4,4,4,4,4
1,20,3,1,1,3,2,5,5,5,2
0,38,2,12,2,2,2,3,4,2,2
0,29,3,NA,1,5,3,3,3,3,3
0,74,2,6,2,2,2,3,3,3,2
0,49,2,NA,1,5,3,2,3,1,3
1,35,5,4,1,5,3,4,4,2,4
0,74,5,NA,2,1,4,3,4,2,4
1,38,5,8,1,4,4,4,4,4,4
0,46,2,7,1,6,4,5,5,4,5
0,38,5,9,2,3,4,4,4,4,3
1,61,6,8,1,4,4,4,5,4,4
1,61,2,NA,1,5,4,5,5,4,4
0,56,2,11,2,2,2,2,2,4,2
0,45,2,NA,1,5,4,4,4,4,4
0,70,5,6,2,2,2,3,4,4,2
1,41,4,1,1,2,1,3,3,2,3
1,70,4,6,1,1,2,4,4,3,3
1,79,2,3,2,2,5,4,5,4,3
1,42,5,3,2,4,4,4,4,4,5
1,70,2,6,2,1,3,4,4,3,3
1,58,2,4,1,7,2,4,3,2,3
0,42,5,12,1,4,3,3,4,3,2
0,66,5,8,3,5,4,4,4,4,4
0,39,5,7,3,3,5,5,5,5,5
1,23,5,6,1,3,4,4,4,4,4
1,47,5,1,3,1,2,3,3,3,3
1,70,NA,1,2,1,1,3,3,3,3
0,47,6,12,2,3,3,4,3,4,3
1,23,2,7,2,5,3,1,3,3,4
1,72,2,2,1,2,1,3,4,1,4
1,24,5,8,2,3,3,4,4,3,4
1,36,5,9,2,5,4,4,4,4,4
1,60,4,7,3,5,3,4,4,4,4
1,62,4,8,3,1,4,3,4,4,4
1,52,2,9,1,2,2,4,4,3,3
1,23,5,7,1,3,4,2,2,2,3
1,27,5,1,1,5,4,4,3,4,4
1,55,5,3,2,5,4,4,4,4,4
1,29,6,10,1,4,5,4,5,5,4
1,43,4,1,1,1,3,2,2,2,2
1,49,2,6,2,6,2,4,3,3,4
1,67,2,NA,3,2,4,4,4,3,4
1,48,5,7,1,2,2,3,4,2,2
1,48,5,5,1,2,2,3,2,2,3
1,52,4,15,1,2,4,4,5,4,1
0,53,5,13,2,2,2,4,4,2,4
0,72,2,4,3,1,4,4,3,3,2
1,32,5,1,2,3,4,3,2,2,2
1,46,2,1,2,5,3,3,3,3,3
0,45,5,15,2,2,4,4,2,4,4
1,66,2,8,1,2,4,4,4,4,5
1,24,5,NA,1,3,3,3,3,3,3
0,28,6,8,1,7,3,3,1,1,4
0,71,6,NA,2,2,2,3,4,3,2
1,70,2,6,2,1,2,2,2,1,2
1,37,2,9,1,2,4,4,4,4,3
1,52,1,7,3,4,2,3,2,4,4
1,55,2,1,2,6,2,3,3,2,2
0,44,5,10,2,3,5,5,5,5,5
0,28,NA,NA,1,2,3,3,3,3,3
1,55,4,7,1,2,4,4,4,4,4
1,58,2,6,2,4,3,4,4,4,3
0,47,2,8,3,3,4,4,4,3,3
1,48,2,12,1,1,3,3,2,3,3
0,67,5,9,3,2,4,4,5,4,4
1,70,2,2,3,2,2,4,3,2,2
0,44,5,10,2,2,4,4,4,4,4
1,66,5,2,3,1,2,3,3,3,3
1,52,2,1,1,6,2,3,3,3,4
1,52,2,4,2,3,2,4,4,2,3
1,74,5,4,2,1,3,4,4,4,4
0,46,NA,NA,1,1,1,4,3,2,2
0,73,2,NA,3,4,2,4,4,2,4
0,38,5,7,1,4,2,5,4,4,4
0,71,2,8,3,1,3,3,3,2,4
1,26,5,9,1,4,2,2,2,2,2
1,30,5,5,2,2,4,4,4,4,4
1,39,2,7,2,2,2,4,3,3,4
1,65,5,3,3,3,4,4,4,4,5
1,38,6,4,1,6,3,3,3,3,3
1,78,5,7,1,2,4,4,3,4,3
0,45,4,8,1,3,1,1,3,1,1
1,49,4,NA,2,5,4,4,4,3,3
1,29,5,8,1,3,2,4,4,3,3
1,49,4,NA,2,1,2,5,5,2,3
0,39,6,NA,2,3,3,3,3,3,3
0,46,2,11,2,3,3,4,4,4,4
1,41,2,NA,1,6,3,4,4,3,3
1,28,5,3,2,6,4,4,4,3,4
1,60,4,5,2,1,4,4,4,4,4
1,35,2,4,1,3,3,4,5,3,4
1,74,5,7,3,2,4,3,4,3,3
1,36,2,NA,1,4,3,5,5,3,5
0,71,2,9,3,5,2,3,2,2,2
0,79,5,8,2,1,3,3,4,4,4
1,60,4,NA,1,2,4,4,4,4,3
0,69,5,7,2,4,2,3,4,3,2
1,61,5,NA,1,2,3,4,4,4,3
0,29,2,10,2,1,1,1,1,1,1
1,48,2,7,2,1,3,5,4,3,4
0,57,5,7,1,3,3,4,3,3,4
1,42,5,1,1,3,1,3,3,3,4
1,56,2,1,1,2,3,4,4,3,3
1,61,2,1,1,2,3,4,4,4,5
1,60,NA,NA,1,4,4,5,5,4,4
1,61,2,NA,1,3,3,3,3,3,3
0,26,4,9,1,4,4,4,4,3,2
1,56,4,2,3,2,3,4,3,3,4
0,59,2,9,2,3,3,3,3,3,3
1,54,4,3,1,2,4,4,4,4,4
1,69,5,6,3,1,3,3,4,2,4
1,70,2,1,3,2,4,3,4,3,4
1,26,5,7,1,2,3,3,4,3,4
1,43,2,2,2,2,3,3,3,3,4
0,74,2,6,3,1,2,3,4,2,3
0,73,5,7,3,1,3,4,4,2,2
0,30,5,9,2,1,4,4,4,4,4
1,74,5,4,3,1,3,4,4,4,4
1,27,5,10,1,3,1,2,3,2,4
1,72,5,3,3,1,3,3,2,3,4
1,23,5,NA,1,3,3,4,4,3,4
1,70,5,NA,3,1,4,4,4,4,4
0,37,5,10,1,3,3,2,2,4,3
1,64,2,3,3,2,3,4,4,3,4
1,56,4,4,3,4,4,4,4,3,4
1,59,2,3,1,1,4,4,4,4,5
1,50,4,3,1,3,4,4,4,3,4
1,70,NA,NA,2,2,4,4,4,4,4
0,48,6,11,2,2,3,4,4,4,4
0,27,5,7,1,5,3,3,4,3,4
1,53,2,2,1,2,1,1,2,1,1
1,52,2,8,2,1,4,4,4,4,4
1,68,5,5,3,2,3,3,4,3,4
1,48,2,3,2,5,3,3,3,3,4
1,70,5,2,2,1,3,3,3,3,3
1,32,5,8,2,3,2,4,4,3,3
1,71,5,2,2,4,3,4,4,3,3
1,45,4,2,1,2,3,4,4,3,4
1,34,5,5,1,7,4,3,4,3,2
0,71,2,8,3,4,3,3,3,3,3
1,64,2,3,3,2,3,4,4,3,4
1,78,2,6,2,3,4,3,4,3,4
0,70,2,7,3,4,2,3,3,2,2
1,36,2,1,2,2,3,3,3,3,3
0,72,5,6,3,2,3,4,5,3,4
0,64,2,NA,1,2,4,4,4,4,4
1,39,2,7,1,2,3,4,4,4,3
1,71,5,4,1,4,4,5,4,4,4
0,66,3,4,2,3,3,4,4,3,3
1,78,2,2,3,4,2,3,3,2,3
1,61,4,1,1,6,3,3,3,3,4
1,42,5,1,2,2,3,4,4,3,3
1,63,2,6,3,1,3,3,3,3,3
1,49,2,6,3,2,4,4,4,4,4
1,60,3,9,3,1,4,4,4,4,4
1,32,5,1,2,3,3,4,4,3,3
0,49,5,11,2,2,3,4,4,4,4
1,40,4,9,2,2,4,4,4,4,4
1,67,5,3,3,2,3,4,5,3,3
1,43,2,6,2,3,3,3,4,3,4
1,38,NA,NA,2,1,3,3,3,3,3
1,27,2,1,2,2,3,4,4,3,4
1,63,2,1,2,2,4,2,4,1,3
1,59,2,1,3,1,3,3,3,3,4
1,76,4,4,3,1,3,4,4,3,4
1,52,2,4,2,7,2,3,3,2,3
0,66,5,10,3,3,3,3,3,3,2
0,69,5,13,3,4,3,4,2,4,3
1,61,4,6,3,1,3,4,4,3,5
0,37,2,10,2,2,3,3,4,4,4
1,30,4,7,1,2,4,4,4,4,3
1,56,2,4,2,1,3,1,3,3,2
1,51,2,1,1,7,3,3,3,3,3
0,33,5,9,2,2,3,4,2,3,4
0,76,2,6,3,4,3,3,4,3,4
1,47,6,2,2,3,3,3,4,4,4
1,67,2,NA,1,2,3,3,3,3,3
1,51,NA,1,2,2,4,3,4,4,5
0,25,5,8,1,3,4,4,4,3,4
1,37,3,NA,3,2,4,4,4,4,4
1,49,1,2,1,5,5,5,5,3,5
0,69,2,7,3,1,3,3,3,3,4
1,71,4,3,1,1,4,4,4,3,4
0,46,5,10,2,4,4,5,4,4,4
0,38,5,NA,1,7,4,5,5,4,3
1,31,5,6,2,2,3,3,3,3,3
1,25,5,8,1,3,4,4,4,4,4
1,20,2,1,2,2,1,1,1,1,1
0,45,5,12,2,2,4,4,4,4,4
0,48,2,7,1,2,2,2,3,2,2
0,43,5,10,1,3,2,3,4,3,3
1,65,4,8,1,3,4,4,4,4,4
1,37,5,9,1,4,3,3,4,3,3
1,59,3,4,3,5,2,3,3,3,4
1,70,2,8,2,3,3,3,3,3,3
0,45,5,7,1,5,1,3,5,1,1
1,76,3,6,2,2,3,4,5,4,4
1,27,5,8,1,2,5,5,5,5,5
1,27,4,3,2,2,2,1,3,2,3
1,39,5,9,2,4,4,5,5,4,4
0,70,2,NA,3,1,3,3,2,3,3
0,59,2,7,1,2,3,3,4,2,3
1,39,2,3,2,3,3,2,1,1,4
0,57,5,12,3,3,4,4,4,3,3
1,31,5,9,1,3,3,4,5,4,4
1,37,2,4,2,1,3,5,4,3,4
1,38,5,1,2,5,3,4,4,4,4
1,36,5,7,2,4,2,4,4,3,2
0,44,6,13,1,4,4,3,3,3,3
1,74,3,NA,1,2,3,4,4,2,4
1,61,2,7,1,2,3,4,3,3,4
1,32,3,1,2,2,2,3,3,4,4
0,35,5,10,1,4,5,5,5,4,4
0,70,5,1,3,3,5,5,5,5,5
1,74,3,3,3,2,3,4,3,3,3
0,48,2,9,2,5,3,2,3,1,4
0,46,5,11,2,5,3,4,3,3,2
1,55,2,10,1,2,3,3,3,2,3
1,38,3,7,1,3,3,4,4,4,3
1,19,5,2,1,3,3,3,3,3,3
1,54,2,7,3,1,3,4,3,3,4
1,26,5,NA,1,2,3,4,4,3,3
0,68,5,5,1,3,2,4,4,3,4
1,68,2,5,3,5,1,2,2,2,2
1,39,5,7,2,2,5,5,5,5,5
1,51,4,9,1,2,4,4,4,4,4
0,66,5,8,3,2,3,3,4,3,2
0,48,2,NA,1,2,3,3,3,3,3
1,49,4,NA,1,1,4,4,4,4,3
0,37,5,14,2,4,5,4,4,5,5
0,28,5,8,1,5,4,4,4,4,4
1,77,5,6,3,1,3,3,3,3,3
1,67,4,3,2,2,3,4,5,4,3
1,69,4,3,1,1,3,3,3,3,4
1,32,5,1,2,2,3,4,4,3,3
1,58,4,6,2,3,3,4,5,4,4
1,65,2,7,1,3,4,3,4,3,3
1,43,4,7,1,2,4,5,4,4,4
1,51,5,NA,3,4,3,2,3,2,3
0,38,2,8,1,2,3,4,4,3,4
1,34,4,NA,2,5,3,4,4,2,3
0,40,5,12,1,2,4,4,3,3,3
1,64,4,2,1,2,3,3,3,2,3
1,44,3,6,2,4,4,4,4,4,4
0,42,5,9,2,3,4,5,4,5,3
1,24,5,8,1,3,4,5,5,4,5
1,38,5,1,2,2,4,4,4,4,4
1,50,5,NA,1,1,2,3,4,2,3
1,32,3,7,2,3,2,3,4,2,5
1,63,2,6,1,3,3,3,4,3,3
1,75,2,6,3,2,3,3,4,3,4
1,68,2,2,3,3,2,4,4,3,3
1,71,2,3,2,2,1,4,4,3,3
1,41,4,NA,1,1,3,4,4,3,4
1,77,2,2,2,1,2,4,4,4,4
1,33,5,1,2,2,1,2,4,3,2
1,36,2,8,2,2,2,3,4,4,3
0,58,5,8,1,1,4,5,3,4,4
1,33,4,6,1,4,4,5,4,5,3
1,40,2,NA,2,2,3,4,4,4,3
0,70,5,10,3,7,4,4,4,4,4
1,61,4,7,1,2,3,4,4,3,4
1,61,2,1,2,2,5,5,4,5,4
1,24,2,3,1,5,3,3,3,3,2
1,35,4,8,1,5,4,4,3,4,4
1,27,4,1,2,4,5,5,5,4,5
0,33,6,11,2,3,4,5,5,4,4
0,57,5,13,2,2,3,3,4,3,3
1,74,4,6,3,2,3,3,4,3,4
1,52,5,11,1,3,3,3,4,3,4
0,73,5,4,2,3,4,4,4,4,4
1,55,3,8,2,2,3,3,5,2,4
1,50,4,4,1,5,2,2,3,2,2
0,33,2,8,2,3,3,4,4,4,4
1,70,4,4,3,1,4,4,4,3,4
1,30,2,NA,1,2,4,5,5,5,4
1,38,2,5,1,3,4,4,4,4,4
1,37,3,1,2,5,4,3,4,3,3
0,35,5,8,2,4,3,4,4,4,5
1,29,5,6,1,1,2,4,4,4,4
1,55,2,1,2,3,4,4,4,4,2
0,67,5,7,3,1,3,3,4,3,4
1,71,2,6,1,1,4,4,3,3,4
1,70,4,6,3,2,3,4,4,3,4
0,37,2,4,1,1,3,3,3,3,3
1,21,2,3,1,3,4,4,4,4,4
1,46,5,8,2,2,4,4,4,4,4
1,32,5,1,2,2,2,4,4,3,3
0,64,5,12,2,2,3,4,4,3,3
1,57,2,7,2,2,5,5,5,4,5
1,76,2,7,3,6,4,4,2,2,4
0,46,5,10,1,3,4,4,3,4,4
1,70,2,NA,3,2,4,3,3,3,3
1,21,4,6,1,4,1,5,3,3,5
0,73,2,6,3,5,3,4,4,3,4
0,71,5,8,3,3,3,4,4,3,3
1,31,5,13,2,4,4,4,4,4,4
0,41,6,11,1,1,5,5,5,5,5
1,56,4,8,1,2,4,4,4,3,3
1,56,4,NA,1,3,2,3,4,3,2
1,64,2,2,2,2,3,3,3,2,3
1,63,5,3,1,2,3,4,4,3,4
1,66,2,3,1,1,1,2,2,1,3
0,46,3,9,2,3,2,3,3,2,3
1,54,2,8,2,1,2,3,4,3,3
0,33,5,6,1,5,4,2,5,2,4
1,65,5,3,2,2,3,3,4,3,4
0,39,5,2,1,2,3,3,2,1,2
1,29,5,8,1,3,4,4,4,4,4
0,43,5,8,1,4,4,4,4,3,5
1,27,NA,8,1,2,4,3,3,2,4
1,49,2,3,2,4,4,4,4,4,4
0,61,NA,NA,1,6,3,3,3,3,3
1,52,4,NA,1,4,4,4,4,4,5
0,48,5,NA,1,2,3,4,4,3,3
1,41,5,8,1,3,3,4,4,3,3
0,71,5,NA,3,1,3,3,3,3,3
1,71,2,3,3,3,3,3,4,3,3
1,29,5,6,2,5,5,4,4,5,4
0,73,2,7,2,1,3,3,3,3,3
1,56,4,6,1,2,3,4,4,3,4
1,62,3,5,1,2,2,3,4,3,3
1,29,5,8,1,2,3,4,4,2,3
1,61,5,5,2,4,5,5,4,4,4
0,24,5,9,1,4,4,4,4,3,3
0,43,5,10,1,7,3,3,4,3,4
0,39,2,9,2,3,3,3,3,4,4
1,73,5,3,3,2,3,4,4,4,4
1,53,3,NA,2,2,2,4,4,4,4
1,74,5,NA,3,3,3,4,4,3,4
0,70,5,3,1,7,3,4,4,3,4
1,29,5,8,1,4,4,4,4,4,4
1,32,NA,NA,1,3,3,3,3,3,3
1,39,5,1,2,2,4,4,4,3,3
1,22,5,3,1,2,3,4,5,4,4
1,76,4,NA,2,4,3,3,4,3,4
1,21,5,NA,1,4,2,4,4,2,3
0,77,5,6,3,2,4,2,4,2,3
1,68,2,NA,3,2,2,5,4,2,2
1,64,5,4,2,3,4,4,4,4,4
1,50,2,1,2,4,3,4,4,3,3
1,32,5,1,2,3,4,4,5,4,3
1,56,3,8,3,1,4,4,4,4,4
1,56,2,3,2,2,1,3,3,2,3
0,37,5,7,1,5,2,3,3,2,2
1,52,2,3,2,5,3,4,3,4,3
0,34,5,3,2,7,3,4,4,4,4
1,72,2,NA,3,1,3,3,3,3,3
0,45,5,11,2,1,4,4,4,4,2
1,63,2,1,3,2,2,3,3,3,4
1,66,5,8,3,1,3,3,3,3,3
0,26,5,8,1,2,4,5,5,5,2
1,75,5,NA,2,5,3,3,5,4,4
0,64,2,6,3,2,2,4,4,2,5
0,61,5,3,1,4,4,4,4,3,4
0,67,5,6,3,6,5,5,5,5,5
1,75,2,3,1,3,4,4,4,2,3
0,62,2,NA,2,3,2,3,4,3,4
0,60,3,8,1,2,3,3,3,3,4
1,72,5,2,3,3,4,4,4,2,3
1,76,5,9,1,1,3,4,4,3,4
1,36,4,4,2,4,3,4,3,3,3
1,39,5,NA,1,2,3,3,3,2,3
